Location;Province;Genus;species.clone;type.of.sample;Asymptomatic.diseased;Nursery.Field;Roots;Root.Collar;Stem;Growth.tip;Needles.Leaves;results
7298;Howick;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;D;;Wilted;Well developed, Few roots, Dead;Discoloration, Outer bark, Cambium, Fruiting bodies, Sapwood;Discoloration, Cambium, Sapwood;Alive, Wilted;Fusarium circinatum
7299;Howick;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;D;;Wilted;Well developed, Dead;Discoloration, Cambium, Fruiting bodies, Sapwood;Discoloraiton, Cambium;Alive, Wilted;Fusarium circinatum
7300;Howick;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;D;;Stunted;Dead;Discoloration;Discoloration;Dead;Fusarium circinatum and Diplodia pinea
7301;Howick;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;D;;Stunted;Well developed;Discoloration;Discoloration;Dead;Fusarium circinatum
7302;Howick;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;D;;Wilted;Well developed, Few roots, Dead, J-rooting;Discoloration, Outer bark, Cambium, Fruiting bodies, Sapwood;Discoloration, Outer bark, Cambium, Sapwood;Wilted, Dead, Discoloration;Fusarium circinatum and Diplodia pinea
7303;Howick;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;D;;scorch;Few roots, Dead;Discoloration;Discoloration;Dead;Fusarium circinatum and Diplodia pinea
7304;Howick;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;D;;Wilted;Well developed, Few roots, Dead, J-rooting;Discoloration, Outer bark, Cambium, Fruiting bodies, Sapwood;Discoloration, Outer bark, Cambium, Sapwood;Wilted, Dead, Discoloration;Fusarium circinatum
7305;Howick;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;D;;No tip;J-rooting, Few roots, Dead;Discoloration, Outer bark, Cambium, Sapwood;Discoloration, Outer bark, Cambium, Sapwood;;Fusarium circinatum
7306;Howick;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;D;;Root:shoot ratio;Well developed;Healthy;Healthy;Alive;Fusarium circinatum
7307;Howick;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;D;;Root:shoot ratio;J-rooting, Few roots, Dead;Discoloration, Cambium, Fruiting bodies, Sapwood;Discoloration, Cambium, Sapwood;;Fusarium circinatum
7308;Howick;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;D;;Wilted;Few roots;Discoloraiton;Kino/Gum/Resin Exudation, Discoloration;Dead;Fusarium circinatum
7309;Howick;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;D;;Wilted;J-rooting, Few roots, Dead;Discoloration, Cambium, Fruiting bodies, Sapwood;Discoloration, Cambium, Sapwood;Alive, Wilted;Fusarium circinatum
7310;Howick;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;D;;Wilted;Well developed, Few roots, Dead;Discoloration, Cambium, Fruiting bodies, Sapwood;Discoloration, Cambium, Sapwood;Alive, Wilted;Fusarium circinatum
7311;Howick;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;D;;Root:shoot ratio;Well developed;Almost dry??;Insect/Mechanical damage, Outer bark;;Fusarium circinatum
7312;Howick;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;D;;Root:shoot ratio;Insect/Mechanical damage, J-rooting, Few roots;Discoloration, Outer bark;Healthy;Alive;Fusarium circinatum
7313;Howick;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;D;;;Few roots;Healthy;Discoloration, Outer bark;Alive;Fusarium circinatum
7314;Howick;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;D;;;Well developed, Few roots, Dead, J-rooting;Discoloration, Cambium, Fruiting bodies, Sapwood;Discoloration, Cambium, Sapwood;Alive, Wilted;Fusarium circinatum
7315;Howick;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;D;;Root:shoot ratio;Few roots;Healthy;Healthy;Alive;Fusarium circinatum
7316;Howick;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;D;;Root:shoot ratio;Well developed;Healthy;;;Fusarium circinatum
7317;Howick;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;D;;Root:shoot ratio;Well developed;Healthy;Healthy;Alive;Fusarium circinatum
7318;Howick;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;D;;Root:shoot ratio;Few roots;Discoloraiton, Outer bark;Healthy;Wilted;Fusarium circinatum
7319;Howick;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;D;;Root:shoot ratio;Insect/Mechanical damage, Few roots;Unhealthy??;Dry??;;Fusarium circinatum
7320;Howick;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;D;;Root:shoot ratio;Few roots, Dead;Discoloration, Outer bark, Cambium, Fruiting bodies, Sapwood;Discoloration, Outer bark, Cambium;;Fusarium circinatum
7321;Howick;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;D;;Root:shoot ratio;Well developed;Discoloration, Cambium;Discoloration, Outer bark;;Fusarium circinatum
7322;Howick;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;D;;;Few roots;Healthy;Healthy;Alive;Fusarium circinatum
7323;Howick;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;D;;Wilted, Scorch;Few roots, Dead;Discoloration;Discoloration;Dead;Fusarium circinatum
7324;Howick;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;D;;Root:shoot ratio;Well developed;Discoloration, Cambium;Discoloration, Outer bark;;Fusarium circinatum
7325;Howick;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;D;;Root:shoot ratio;Well developed;Healthy;Healthy;Wilted;Fusarium circinatum
7326;Howick;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;D;;Root:shoot ratio;Well developed;Healthy;Healthy;Alive;Fusarium circinatum
7327;Howick;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;D;;No tip;Well developed, Few roots, Dead, J-rooting;Discoloration, Outer bark, Cambium, Fruiting bodies, Sapwood;Discoloration, Outer bark, Cambium;;Fusarium circinatum
7328;Howick;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;D;;Wilted;Few roots, Dead;Discoloration;Discoloration;Wilted;Fusarium circinatum
7329;Howick;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;D;;Root:shoot ratio;Well developed;Healthy;Healthy;Alive;Fusarium circinatum
7330;Howick;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;D;;Root:shoot ratio;Few roots;Discoloraiton, Outer bark, Cambium;Discoloration, Outer bark;;Fusarium circinatum
7331;Howick;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;D;;Root:shoot ratio;Few roots;Healthy;Discoloration, Outer bark, Cambium;;Fusarium circinatum
7332;Howick;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;D;;Wilted;Few roots, Dead;Discoloration;Discoloration;Insect/Mechanical damage, Discoloration;Fusarium circinatum
7333;Howick;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;D;;Root:shoot ratio;Few roots, J-rooting;Healthy;Healthy;Alive;Fusarium circinatum
7334;Howick;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;D;;Root:shoot ratio;Few roots;Outer bark;Unhealthy;Alive;Fusarium circinatum
7335;Howick;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;D;;Root:shoot ratio;Well developed;Healthy;Healthy;Alive;Fusarium circinatum
7336;Howick;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;D;;Root:shoot ratio;Well developed;Healthy;Healthy;Alive;Fusarium circinatum
7337;Howick;Kwazulu-Natal;Pinus;;Seedlings/Cuttings;D;;Root:shoot ratio, Wilted;Well developed;Discoloration, Outer bark, Cambium;Healthy;;Fusarium circinatum
7338;Amsterdam;Mpumalanga;Pinus;patula/elliottii;Seedlings/Cuttings;D;;Well developed, Healthy;Healthy;Healthy;Alive;Discoloration;Secondary Fungi/Bacteria
7339;Amsterdam;Mpumalanga;Pinus;patula/elliottii;Seedlings/Cuttings;D;;Well developed, Healthy;Healthy;Healthy;Alive;Discoloration;Secondary Fungi/Bacteria
7340;Amsterdam;Mpumalanga;Pinus;patula/elliottii;Seedlings/Cuttings;D;;Well developed, Healthy;Healthy;Healthy;Alive;Discoloration;Secondary Fungi/Bacteria
7341;Amsterdam;Mpumalanga;Pinus;patula/elliottii;Seedlings/Cuttings;D;;Well developed, Healthy;Healthy;Healthy;Alive;Discoloration;Secondary Fungi/Bacteria
7342;Amsterdam;Mpumalanga;Pinus;patula/elliottii;Seedlings/Cuttings;D;;Wilted;Well developed, Healthy, J-rooting;Healthy;Healthy;Alive, Wilted;Fusarium circinatum
7343;Amsterdam;Mpumalanga;Pinus;patula/elliottii;Seedlings/Cuttings;D;;Wilted;Well developed, Healthy;Discoloration, Cambium;Healthy;Alive, Wilted;Fusarium circinatum
7344;Amsterdam;Mpumalanga;Pinus;patula/elliottii;Seedlings/Cuttings;D;;Wilted;Well developed, Healthy;Healthy;Healthy;Alive, Wilted;Fusarium circinatum
7345;Amsterdam;Mpumalanga;Pinus;patula/elliottii;Seedlings/Cuttings;D;;Wilted;Well developed, Healthy;Healthy;Healthy;Alive, Wilted;Fusarium circinatum
7346;Amsterdam;Mpumalanga;Pinus;patula/elliottii;Seedlings/Cuttings;D;;;Well developed, Healthy;Healthy;Healthy;Alive;Fusarium circinatum
7347;Amsterdam;Mpumalanga;Pinus;patula/elliottii;Seedlings/Cuttings;D;;;Well developed, Healthy;Healthy;Healthy;Alive;Fusarium circinatum
7348;Amsterdam;Mpumalanga;Pinus;patula/elliottii;Seedlings/Cuttings;D;;;Well developed, Healthy;Healthy;Healthy;Alive;Fusarium circinatum
7349;Amsterdam;Mpumalanga;Pinus;patula/elliottii;Seedlings/Cuttings;D;;;Well developed, Healthy;Healthy;Healthy;Alive;Fusarium circinatum
7350;Amsterdam;Mpumalanga;Pinus;patula/elliottii;Seedlings/Cuttings;D;;;Well developed, Healthy;Healthy;Healthy;Alive;Fusarium circinatum
7351;Amsterdam;Mpumalanga;Pinus;patula/elliottii;Seedlings/Cuttings;D;;;Well developed, Healthy;Healthy;Healthy;Alive;Fusarium circinatum
7352;Amsterdam;Mpumalanga;Pinus;patula/elliottii;Seedlings/Cuttings;D;;;Well developed, Healthy;Healthy;Healthy;Alive;Fusarium circinatum
7353;Amsterdam;Mpumalanga;Pinus;patula/elliottii;Seedlings/Cuttings;D;;;Well developed, Healthy;Healthy;Healthy;Alive;Fusarium circinatum
7354;Amsterdam;Mpumalanga;Pinus;patula/elliottii;Seedlings/Cuttings;D;;;Well developed, Healthy;Healthy;Healthy;Alive;Fusarium circinatum
7355;Amsterdam;Mpumalanga;Pinus;patula/elliottii;Seedlings/Cuttings;D;;;Well developed, Healthy;Healthy;Healthy;Alive;Fusarium circinatum
7356;Amsterdam;Mpumalanga;Pinus;patula/elliottii;Seedlings/Cuttings;D;;;Well developed, Healthy;Healthy;Healthy;Alive;Fusarium circinatum
7357;Amsterdam;Mpumalanga;Pinus;patula/elliottii;Seedlings/Cuttings;D;;;Well developed, Healthy;Healthy;Healthy;Alive;Fusarium circinatum
7358;Amsterdam;Mpumalanga;Pinus;patula/elliottii;Seedlings/Cuttings;D;;;Well developed, Healthy;Healthy;Healthy;Alive;Fusarium circinatum
7359;Amsterdam;Mpumalanga;Pinus;patula/elliottii;Seedlings/Cuttings;D;;;Well developed, Healthy;Healthy;Healthy;Alive;Fusarium circinatum
7360;Amsterdam;Mpumalanga;Pinus;patula/elliottii;Seedlings/Cuttings;D;;;Well developed, Healthy;Healthy;Healthy;Alive;Fusarium circinatum
7361;Amsterdam;Mpumalanga;Pinus;patula/elliottii;Seedlings/Cuttings;D;;;Well developed, Healthy;Healthy;Healthy;Alive;Fusarium circinatum
7362;Amsterdam;Mpumalanga;Pinus;patula/elliottii;Seedlings/Cuttings;D;;Wilted;Well developed, Healthy;Discoloration, Cambium;Healthy;Alive, Wilted;Fusarium circinatum
7363;Amsterdam;Mpumalanga;Pinus;patula/elliottii;Seedlings/Cuttings;D;;Wilted;Well developed, Healthy;Discoloration, Cambium;Healthy;Alive, Wilted;Fusarium circinatum
7364;Amsterdam;Mpumalanga;Pinus;patula/elliottii;Seedlings/Cuttings;D;;Wilted;Well developed, Healthy;Discoloration, Cambium;Healthy;Alive, Wilted;Fusarium circinatum
7365;Amsterdam;Mpumalanga;Pinus;patula/elliottii;Seedlings/Cuttings;D;;Wilted;Well developed, Healthy;Discoloration, Cambium;Healthy;Alive, Wilted;Fusarium circinatum
7366;Elandshoogte;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;N;;Well developed, Dead;Discoloraiton, Cambium, Sapwood;Discoloraiton, Outer bark, Cambium, Sapwood;;Fusarium circinatum
7367;Elandshoogte;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;N;Wilted;Few roots, Dead;Discoloraiton, Cambium, Sapwood;Discoloraiton, Outer bark, Cambium, Sapwood;Wilted, Discoloration;Fusarium circinatum
7368;Elandshoogte;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;N;Wilted;Few roots, Dead;Discoloraiton, Outer bark, Cambium, Sapwood;Discoloraiton, Cambium, Sapwood;Wilted, Discoloration;Fusarium circinatum
7369;Elandshoogte;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;N;Wilted;Well developed, Dead;Discoloraiton, Cambium, Sapwood;Discoloraiton, Outer bark, Cambium, Sapwood;Wilted, Discoloration;Fusarium circinatum
7370;Elandshoogte;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;N;Wilted;Well developed, Dead;Discoloraiton, Cambium, Sapwood;Discoloraiton, Cambium, Sapwood;;Fusarium circinatum
7371;Richmond;Nothern Cape;Pinus;patula;Seedlins/Cuttings;D;;Root:shoot ratio;Well developed;Healthy, Discoloration, Outer bark;Discoloration, Outer bark;Alive;Fusarium circinatum
7372;Richmond;Nothern Cape;Pinus;patula;Seedlins/Cuttings;D;;Root:shoot ratio;Well developed;Healthy, Discoloration, Outer bark;Discoloration, Outer bark;Alive;Fusarium circinatum
7373;Richmond;Nothern Cape;Pinus;patula;Seedlins/Cuttings;D;;Root:shoot ratio;Well developed;Healthy, Discoloration, Outer bark;Discoloration, Outer bark;Alive;Fusarium circinatum
7374;Richmond;Nothern Cape;Pinus;patula;Seedlins/Cuttings;D;;Root:shoot ratio;Well developed;Healthy, Discoloration, Outer bark;Discoloration, Outer bark;Alive;Secondary Fungi/Bacteria
7375;Richmond;Nothern Cape;Pinus;patula;Seedlins/Cuttings;D;;Root:shoot ratio;Well developed;Healthy, Discoloration, Outer bark;Discoloration, Outer bark;Alive;Fusarium circinatum
7376;Richmond;Nothern Cape;Pinus;patula;Seedlins/Cuttings;D;;Root:shoot ratio;Well developed;Healthy, Outer bark;;Alive;Secondary Fungi/Bacteria
7377;Richmond;Nothern Cape;Pinus;patula;Seedlins/Cuttings;D;;Root:shoot ratio;Well developed;Outer bark;;Alive;Fusarium circinatum
7378;Richmond;Nothern Cape;Pinus;patula;Seedlins/Cuttings;D;;Root:shoot ratio;Well developed;Outer bark;;Alive;Fusarium circinatum
7379;Richmond;Nothern Cape;Pinus;patula;Seedlins/Cuttings;D;;Root:shoot ratio;Well developed;Outer bark;;Alive;Fusarium circinatum
7380;Richmond;Nothern Cape;Pinus;patula;Seedlins/Cuttings;D;;Root:shoot ratio;Well developed;Healthy;;Alive;Fusarium circinatum
7381;Richmond;Nothern Cape;Pinus;patula;Seedlins/Cuttings;D;;Root:shoot ratio;Well developed;Healthy;Healthy, Ouer bark;Alive;Fusarium circinatum
7382;Richmond;Nothern Cape;Pinus;patula;Seedlins/Cuttings;D;;Root:shoot ratio;Well developed;Healthy;Healthy, Ouer bark;Alive;Fusarium circinatum
7383;Richmond;Nothern Cape;Pinus;patula;Seedlins/Cuttings;D;;Root:shoot ratio;Well developed;Healthy;Healthy, Ouer bark;Alive;Fusarium circinatum
7384;Richmond;Nothern Cape;Pinus;patula;Seedlins/Cuttings;D;;Root:shoot ratio;Well developed;Healthy;Healthy, Ouer bark;Alive;Fusarium circinatum
7385;Richmond;Nothern Cape;Pinus;patula;Seedlins/Cuttings;D;;Root:shoot ratio;Well developed;Healthy;Healthy, Ouer bark;Alive;Fusarium circinatum
7386;Richmond;Nothern Cape;Pinus;patula;Seedlins/Cuttings;D;;Root:shoot ratio;Well developed, Healthy;Healthy;Healthy;;Fusarium circinatum
7387;Richmond;Nothern Cape;Pinus;patula;Seedlins/Cuttings;D;;Root:shoot ratio;Well developed, Healthy;Healthy;Healthy;;Fusarium circinatum
7388;Richmond;Nothern Cape;Pinus;patula;Seedlins/Cuttings;D;;Root:shoot ratio;Well developed, Healthy;Healthy;Healthy;;Fusarium circinatum
7389;Richmond;Nothern Cape;Pinus;patula;Seedlins/Cuttings;D;;Root:shoot ratio;Well developed, Healthy;Healthy;Healthy;;Fusarium circinatum
7390;Richmond;Nothern Cape;Pinus;patula;Seedlins/Cuttings;D;;Root:shoot ratio;Well developed, Healthy;Healthy;Healthy;Alive;Fusarium circinatum
7391;Richmond;Nothern Cape;Pinus;patula;Seedlins/Cuttings;D;;Root:shoot ratio;Well developed, Healthy;Healthy;Healthy;Alive;Fusarium circinatum
7392;Richmond;Nothern Cape;Pinus;patula;Seedlins/Cuttings;D;;Root:shoot ratio;Well developed, Healthy;Healthy;Healthy;Alive;Fusarium circinatum
7393;Richmond;Nothern Cape;Pinus;patula;Seedlins/Cuttings;D;;Root:shoot ratio;Well developed, Healthy;Healthy;Healthy;Alive;Fusarium circinatum
7394;Richmond;Nothern Cape;Pinus;patula;Seedlins/Cuttings;D;;Root:shoot ratio;Well developed, Healthy;Healthy;Healthy;Alive;Fusarium circinatum
7395;Richmond;Nothern Cape;Pinus;patula;Seedlins/Cuttings;D;;Root:shoot ratio;Well developed, Healthy;Healthy;Healthy;Alive;Fusarium circinatum
7396;Richmond;Nothern Cape;Pinus;patula;Seedlins/Cuttings;D;;Root:shoot ratio;Well developed;Healthy;Healthy;Alive;Fusarium circinatum
7397;Richmond;Nothern Cape;Pinus;patula;Seedlins/Cuttings;D;;Root:shoot ratio;Well developed;Healthy;Healthy;Alive;Fusarium circinatum
7398;Richmond;Nothern Cape;Pinus;patula;Seedlins/Cuttings;D;;Root:shoot ratio;Well developed;Healthy;Healthy;Alive;Fusarium circinatum
7399;Richmond;Nothern Cape;Pinus;patula;Seedlins/Cuttings;D;;Root:shoot ratio;Well developed;Healthy;Healthy;Alive;Fusarium circinatum
7400;Richmond;Nothern Cape;Pinus;patula;Seedlins/Cuttings;D;;Root:shoot ratio;Well developed;Healthy;Healthy;Alive;Fusarium circinatum
7401;Richmond;Nothern Cape;Pinus;patula;Seedlins/Cuttings;D;;Root:shoot ratio;Well developed;Healthy;;Alive;Fusarium circinatum
7402;Richmond;Nothern Cape;Pinus;patula;Seedlins/Cuttings;D;;Root:shoot ratio;Well developed;Healthy;Healthy;Alive;Fusarium circinatum
7403;Richmond;Nothern Cape;Pinus;patula;Seedlins/Cuttings;D;;Root:shoot ratio;Well developed;Healthy;Healthy;Alive;Fusarium circinatum
7404;Richmond;Nothern Cape;Pinus;patula;Seedlins/Cuttings;D;;Root:shoot ratio;Well developed;Healthy;;Alive;Fusarium circinatum
7405;Richmond;Nothern Cape;Pinus;patula;Seedlins/Cuttings;D;;Root:shoot ratio;Well developed;Healthy;;Alive;Fusarium circinatum
7406;Richmond;Nothern Cape;Pinus;patula;Seedlins/Cuttings;D;;Wilted;Well developed, Dead;Healthy;Healthy;Alive, Wilted;Secondary Fungi/Bacteria
7407;Richmond;Nothern Cape;Pinus;patula;Seedlins/Cuttings;D;;Wilted;Well developed, Few roots, Dead;Discoloration, Cambium;Healthy;Alive, Wilted;Secondary Fungi/Bacteria
7408;Richmond;Nothern Cape;Pinus;patula;Seedlins/Cuttings;D;;Wilted;Well developed, Healthy;Discoloration, Sapwood;Healthy;Alive, Wilted;Secondary Fungi/Bacteria
7409;Richmond;Nothern Cape;Pinus;patula;Seedlins/Cuttings;D;;Wilted;Well developed, Dead;Discoloration, Cambium;Healthy;Alive, Wilted;Secondary Fungi/Bacteria
7410;Richmond;Nothern Cape;Pinus;patula;Seedlins/Cuttings;D;;Wilted;Well developed, J-rooting, Dead;Discoloration, Cambium;Healthy;Alive, Wilted;Secondary Fungi/Bacteria
7411;Richmond;Nothern Cape;Pinus;patula;Seedlins/Cuttings;D;;Wilted;Well developed, Healthy;;Healthy;Alive, Wilted;Secondary Fungi/Bacteria
7412;Richmond;Nothern Cape;Pinus;patula;Seedlins/Cuttings;D;;Wilted;Well developed, Healthy, J-rooting;Healthy, Discoloration;Healthy;Alive, Wilted;Secondary Fungi/Bacteria
7413;Richmond;Nothern Cape;Pinus;patula;Seedlins/Cuttings;D;;Wilted;Well developed, Healthy;Discoloration, Cambium;Healthy;Alive, Wilted;Secondary Fungi/Bacteria
7414;Richmond;Nothern Cape;Pinus;patula;Seedlins/Cuttings;D;;Wilted;Well developed, Healthy, J-rooting;Healthy, Discoloration;Healthy;Alive, Wilted;Secondary Fungi/Bacteria
7415;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;Stunted;Dead;Discoloration;Discoloration;Alive;Secondary Fungi/Bacteria
7416;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;Stunted;Dead;Discoloration;Discoloration;Scorch;Fusarium circinatum
7417;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;Stunted;Few roots;Discoloration;Discoloration;;Secondary Fungi/Bacteria
7418;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;Stunted;Few roots;Discoloration;Discoloration;Scorch;Fusarium circinatum
7419;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;Stunted;Dead;Discoloration;Discoloration;Alive;Fusarium circinatum
7420;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;Stunted;Dead;Discoloration;Discoloration;Alive;Fusarium circinatum
7421;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;Stunted;Dead;Discoloration;Discoloration;Discoloraiton;Secondary Fungi/Bacteria
7422;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;Stunted;Few roots;Discoloration;Discoloration;Discoloraiton;Secondary Fungi/Bacteria
7423;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;Stunted;Well developed;Discoloration;Discoloration;Discoloraiton;Fusarium circinatum
7424;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;Stunted;;;Discoloration;;Fusarium circinatum
7425;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;Wilted;Well developed, Few roots, Dead, Plug bound;Discoloration, Cambium, Sapwood, Outer bark;Discoloration, Cambium, Sapwood;Wilted, Dead, Discoloration;Secondary Fungi/Bacteria
7426;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;Wilted;Well developed, Few roots, Dead, Plug bound;Discoloration, Sapwood;Discoloration, Cambium, Sapwood, Outer bark;Wilted, Dead, Discoloration;Secondary Fungi/Bacteria
7427;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;Wilted;Well developed, Few roots, Dead;Discoloration, Cambium, Sapwood;Discoloration, Cambium, Sapwood, Outer bark;Wilted, Dead, Discoloration;Secondary Fungi/Bacteria
7428;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;Wilted;Well developed, Few roots, Dead;Discoloration, Cambium, Sapwood, Outer bark;Discoloration, Cambium, Sapwood, Outer bark;Wilted, Dead, Discoloration;Fusarium circinatum
7429;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;Wilted;Well developed, Few roots, Dead, Plug bound;Discoloration, Cambium, Sapwood;Discoloration, Cambium, Sapwood;Wilted, Dead, Discoloration;Fusarium circinatum
7430;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;Stunted, Wilted;Dead;Discoloration;Discoloration;Dead;Secondary Fungi/Bacteria
7431;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;Stunted, Wilted;Dead;Discoloration;Discoloration;Dead;Fusarium circinatum
7432;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;Stunted, Wilted;Dead;Discoloration;Discoloration;Dead;Fusarium circinatum
7433;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;Stunted, Wilted;Dead;Discoloration;Discoloration;Dead;Fusarium circinatum
7434;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;Stunted, Wilted;Dead;Discoloration;Discoloration;Dead;Fusarium circiantum
7435;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;Root:shoot ratio;Well developed, Healthy;Healthy;Healthy;Alive;10 Fusarium circinatum detected
7436;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;Root:shoot ratio;Well developed;Discoloration;Healthy;Alive;10 Fusarium circinatum detected
7437;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;Root:shoot ratio;Well developed;Discoloration;Healthy;Alive;10 Fusarium circinatum detected
7438;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;Root:shoot ratio;Well developed, Healthy;Discoloration;Healthy;Alive;10 Fusarium circinatum detected
7439;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;Root:shoot ratio;Well developed, Healthy;Healthy;Healthy;Alive;10 Fusarium circinatum detected
7440;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;Root:shoot ratio;Well developed;Healthy, Discoloration;Healthy, Discoloration;;10 Fusarium circinatum detected
7441;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;Root:shoot ratio;Well developed;Healthy, Discoloration;Healthy, Discoloration;;10 Fusarium circinatum detected
7442;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;Root:shoot ratio;Well developed;Healthy, Discoloration;Healthy, Discoloration;;10 Fusarium circinatum detected
7443;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;Root:shoot ratio;Well developed;Healthy, Discoloration;Healthy, Discoloration;;10 Fusarium circinatum detected
7444;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;Root:shoot ratio;Well developed;Healthy, Discoloration;Healthy, Discoloration;Alive, Wilted, Discoloration;10 Fusarium circinatum detected
7445;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;;Well developed, Dead;Discoloration;Healthy, Discoloration;Alive, Wilted, Discoloration;9 Fusarium circinatum detected
7446;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;;Well developed, Dead;Discoloration;Healthy, Discoloration;Alive, Wilted, Discoloration;9 Fusarium circinatum detected
7447;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;;Well developed, Dead;Discoloration;Healthy, Discoloration;Alive, Wilted, Discoloration;9 Fusarium circinatum detected
7448;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;;Well developed, Dead;Discoloration;Healthy, Discoloration;Alive, Wilted, Discoloration;9 Fusarium circinatum detected
7449;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;;Well developed, Dead;Discoloration;Healthy, Discoloration;Alive, Wilted, Discoloration;9 Fusarium circinatum detected
7450;Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;Wilted;Well developed, Dead, Insect/Mechanical damage;Insect/Mechanical damage, Discoloration;;Wilted, Dead;3 Fusarium cicinatum and 1 Diplodia pinea 
