Location;Province;Genus;species.clone;type.of.sample;Asymptomatic.diseased;Nursery.Field;Roots;Root.Collar;Stem;Growth.tip;Needles.Leaves;results
9538;Howick;KwaZulu-Natal;;;Hedges;;;;Few roots;Clean;Clean;Dead;No Fusarium or Diplodia
9539;Howick;KwaZulu-Natal;;;Hedges;;;;Well developed, Healthy;Healthy;Healthy;Alive;No Fusarium or Diplodia
9540;Howick;KwaZulu-Natal;;;Hedges;;;;Well developed, Healthy, Discoloration;Discoloration, Cambium, Between oute & inner bark, Sapwood;Discoloration, Cambium, Between outer & inner bark, Sapwood;Alive;Identified as Fusarium oxysporum
9541;Howick;KwaZulu-Natal;;;Hedges;;;;;Outer bark;Outer bark;Unhealthy;Identified as Fusarium oxysporum
9542;Howick;KwaZulu-Natal;;;Hedges;;;;Well developed, J-rooting;Discoloration;Lower stem is brown;Dead;Identified as Fusarium oxysporum
9543;Howick;KwaZulu-Natal;;;Hedges;;;;Well developed, Healthy;Healthy;Clean, Healthy;Alive, Healthy, Fresh;No Fusarium or Diplodia
9544;Howick;KwaZulu-Natal;;;Hedges;;;;Well developed;Healthy, Clean;Healthy, Clean;Healthy;No Fusarium or Diplodia
9545;Howick;KwaZulu-Natal;;;Hedges;;;;Well developed;Healthy, Clean;Clean;Healthy;No Fusarium or Diplodia
9546;Howick;KwaZulu-Natal;;;Hedges;;;;Healthy, Massive, Clean;Clean;Healthy;Alive;No Fusarium or Diplodia
9547;Howick;KwaZulu-Natal;;;Hedges;;;;Well developed;Clean;Clean;Good;No Fusarium or Diplodia
9548;Howick;KwaZulu-Natal;;;Hedges;;;;Well developed;Healthy;Healthy, Clean;Alive, Fresh;No Fusarium or Diplodia
9549;Howick;KwaZulu-Natal;;;Hedges;;;;Well developed;Healthy;Healthy, Clean;Alive, Healthy;No Fusarium or Diplodia
9550;Howick;KwaZulu-Natal;;;Hedges;;;;Well developed,Dead;Discoloration;Discoloration, Between outer & inner bark;Dead;No Fusarium or Diplodia
9551;Howick;KwaZulu-Natal;;;Hedges;;;;Well developed;Healthy, Clean;Healthy, Clean;Healthy;No Fusarium or Diplodia
9552;Howick;KwaZulu-Natal;;;Hedges;;;;Well developed, Dead;Discoloration, Outer bark;Healthy;Dead;Identified as Fusarium oxysporum
9553;Howick;KwaZulu-Natal;;;Hedges;;;;Well developed, Dead;Discoloration, Cambium, Between outer & inner bark, Sapwood;Discoloration, Cambium, Between outer & inner bark, Sapwood;Wilted, Discoloration;No Fusarium or Diplodia
9554;Howick;KwaZulu-Natal;;;Hedges;;;;Well developed, Dead;Discoloration, Between outer & inner bark;Discoloration, Between outer & inner bark;Dead;Identified as Fusarium oxysporum
9555;Howick;KwaZulu-Natal;;;Hedges;;;;Well eveloped, Dead;Discoloration, Outer bark, Cambium, Between outer & inner bark, Sapwood;Discoloration, Outer bark, Cambium, Between outer & inner bark, Sapwood;Dead;Identified as Fusarium circinatum
9556;Howick;KwaZulu-Natal;;;Hedges;;;;Well developed, Dead;Discoloration, Cambium, Between outer & inner bark, Sapwood;Discoloration, Between  outer & inner bark, Sapwood;Wilted;Identified as Fusarium oxysporum
9557;Howick;KwaZulu-Natal;;;Hedges;;;;Well developed, Dead;Discoloration, Cambium, Between outer & inner bark, Sapwood;Discoloration, Cambium, Between outer & inner bark, Sapwood;Wilted;Identified as Fusarium oxysporum
9558;Howick;KwaZulu-Natal;;;Hedges;;;;Well developed, Dead;Discoloration;Discoloration, Between outer & inner bark, Sapwood;Dead;No Fusarium or Diplodia
9559;Howick;KwaZulu-Natal;;;Hedges;;;;Well developed, Dead;Discoloration, Outer bark;Discoloration, Outer bark;Wilted;Identified as Fusarium oxysporum
9560;Howick;KwaZulu-Natal;;;Hedges;;;;Well developed, Dead;Discoloration, Outer bark, Cambium, Between outer & inner bark, Sapwood;Discoloration, Outer bark, Cambium, Between outer & inner bark, Sapwood;Dead;Identified as Fusarium oxysporum
9561;Howick;KwaZulu-Natal;;;Hedges;;;;Well developed, Dead;Discoloration, Between outer & inner bark, Sapwood;Discoloration, Between outer & inner bark, Sapwood;Wilted, Discoloration;Identified as Fusarium oxysporum
9562;Howick;KwaZulu-Natal;;;Hedges;;;;Well developed, Dead;Discoloration, Outer bark, Cambium, Between outer & inner bark, Sapwood;Discoloration, Outer bark, Cambium, Between outer & inner bark, Sapwood;Dead;Identified as Fusarium oxysporum
9563;Howick;KwaZulu-Natal;;;Hedges;;;;Well developed, Dead;Discoloration, Outer bark, Cambium, Between outer & inner bark, Sapwood;Discoloration, Outer bark, Cambium, Between outer & inner bark, Sapwood;Dead;No Fusarium or Diplodia
9564;Howick;KwaZulu-Natal;;;Hedges;;;;Well developed, Healthy;Discoloration, Between outer & inner bark;Discoloration, Between outer & inner bark;Alive;No Fusarium or Diplodia
9565;Howick;KwaZulu-Natal;;;Hedges;;;;Well developed, Healthy;Discoloration, Cambium, Between outer & inner bark, Sapwood;Discoloration, Between outer & inner bark;Wilted;Identified as Fusarium oxysporum
9566;Howick;KwaZulu-Natal;;;Hedges;;;;Well developed, Healthy;Discoloration, Between outer & inner bark;Discoloration, Between outer & inner bark;Wilted;No Fusarium or Diplodia
9567;Howick;KwaZulu-Natal;;;Hedges;;;;Healthy, Few roots;Discoloration, Between outer & inner bark;Discoloration, Between outer & inner bark;Dead;Identified as Diplodia pinea
9568;Howick;KwaZulu-Natal;;;Hedges;;;;Well developed, Healthy;Discoloration,Cambium, Between outer & inner bark, Sapwood;Discoloration, Cambium, Between outer & inner bark, Sapwood;No tip;Identified as Fusarium oxysporum
9569;Howick;KwaZulu-Natal;;;Hedges;;;;Well developed;Discoloration, Outer bark, Cambium, Between outer & inner bark, Sapwood;Discoloration, Cambium, Between outer & inner bark, Sapwood;Wilted, Dead;No Fusarium or Diplodia
9570;Howick;KwaZulu-Natal;;;Hedges;;;;Well developed;Discoloration, Outer bark, Cambium, Between outer & inner bark, Sapwood;Discoloration, Between outer & inner bark;No tip;Identified as Fusarium oxysporum
9571;Howick;KwaZulu-Natal;;;Hedges;;;;Well developed;Discoloration, Between outer & inner bark;Discoloration, Between outer & inner bark;Dead;No Fusarium or Diplodia
9572;Howick;KwaZulu-Natal;;;Hedges;;;;Healthy, Few roots;Discoloration, Outer bark, Cambium, Between outer & inner bark, Sapwood;Discoloration, Cambium, Between outer & inner bark, Sapwood;No tip;No Fusarium or Diplodia
9573;Howick;KwaZulu-Natal;;;Hedges;;;;Few roots, Dead;Discoloration, Outer bark, Cambium, Between outer & inner bark;Discoloration, Outer bark, Cambium, Between outer & inner bark;Dead;No Fusarium or Diplodia
9574;Shaw Research Center;;;;Media Plates;;;;;;;;TL00380 RC, TL00397 T, TL00403 RC were identified as Fusarium circinatum
9575;Karatara;Eastern Cape;Pinus;radiata, elliottii;Seedlings/Cuttings;D;N;;Well developed;Healthy;Healthy;Alive, Green (Junction);No Phytophthora or Pythium were identified, Fusarium circinatum & Botryosphaeria spp. were identified 
9576;Karatara;Eastern Cape;Pinus;radiata, elliottii;Seedlings/Cuttings;D;N;;Well developed, Dead, No white tips, Discoloration;Healthy, Discoloration, Outer bark, Cambium, Between outer & inner bark;Healthy, Discoloration, Outer bark, Between outer & inner bark;Discoloration;Phytophthora, Pythium, Fusarium circinatum & Botryosphaeria spp were identified
9577;Karatara;Eastern Cape;Pinus;radiata, elliottii;Seedlings/Cuttings;D;N;;Well developed, No white tips, Discoloration;Discoloration, Outer bark, Cambium, Between outer & inner bark;Healthy, Discoloration, Outer bark, Between outer & inner bark;Discoloration, Dead;Phytophthora, Pythium, Fusarium circinatum & Botryosphaeria spp were identified
9578;Karatara;Eastern Cape;Pinus;radiata, elliottii;Seedlings/Cuttings;D;N;;Well developed, Dead, No white tips, Discoloration;Healthy;Healthy;(Junction);Phytophthora & Pythium were identified.
9579;Karatara;Eastern Cape;;;Water samples ;;;;;;;;All samples tested negative for Fusarium circinatum
9580;Karatara;Eastern Cape;;;Water samples ;;;;;;;;All samples tested negative for Fusarium circinatum
9581;Karatara;Eastern Cape;;;Water samples ;;;;;;;;All samples tested negative for Fusarium circinatum
9582;Karatara;Eastern Cape;;;Water samples ;;;;;;;;All samples tested negative for Fusarium circinatum
9583;Karatara;Eastern Cape;;;Water samples ;;;;;;;;All samples tested negative for Fusarium circinatum
9584;Karatara;Eastern Cape;;;Water samples ;;;;;;;;All samples tested negative for Fusarium circinatum
9585;Schagen;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;N;Well developed, Dead, No white tips;Slight discoloration;Healthy;Alive, Green;;Fusarium circinatum was identified in 5 of the 11 isolates
9586;Schagen;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;N;Well developed, Dead, No white tips, Discoloration;Slight discoloration;Healthy;Alive, Green;;Fusarium circinatum was identified in 5 of the 11 isolates
9587;Schagen;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;N;Well developed, Dead, No white tips, Dry;Slight discoloration;Healthy;Alive, Green;;Fusarium circinatum was identified in 5 of the 11 isolates
9588;Pietermaritzburg;KwaZulu-Natal;Eucalyptus;;Leaves/Needles;D;N;;;;;;No pathogens were identified, No fungal or bacterial growth was observed
9589;Scottsville;Eastern Cape;Eucalyptus;;Seedlings/Cuttings;;;;;Healthy, Rough marks on stem;Healthy, Rough marks on bark;Alive;Insect damage identified as Thaumastocoris, General/Secondary fungi & bacteria
9590;Ixopo;KwaZulu-Natal;Pinus;;Seedlings/Cuttings;D;;J-rooting, Few roots, Dead;Discoloration, Sapwood;Discoloration, Sapwood;Some alive, Some dead, Discoloration;;Diplodia and Fusarium circinatum were identified
9591;Ixopo;KwaZulu-Natal;Pinus;;Seedlings/Cuttings;D;;Well developed;Discoloration, Outer bark, Cambium, Between outer & inner bark, Sapwood;Discoloration, Outer bark, Sapwood;Dead;;Fusarium circinatum was identified
9592;White River;Mpumalanga;Pinus;tecunumanii;Seedlings/Cuttings;D;N;Few roots, Dead;Discoloration, Outer bark, Cambium, Between outer & inner bark;Discoloration, Outer bark, Between outer & inner bark;Discoloration;;Secondary/General fungi and bacteria were identified
9593;Eshowe;KwaZulu-Natal;Pinus;patula;Seedlings/Cuttings;D;N;;Well developed, Healthy;Healthy;Healthy;Discoloration;Diplodia and General/Secondary fungi & bacteria were identified
9594;Eshowe;KwaZulu-Natal;Pinus;patula;Seedlings/Cuttings;D;N;;Well developed (some), Dead (some);Discoloration;Discoloration;Alive;Diplodia and General/Secondary fungi & bacteria were identified
9595;Eshowe;KwaZulu-Natal;Pinus;patula;Seedlings/Cuttings;D;N;;Well developed;Healthy;Clean;Clean, Small;Diplodia and General/Secondary fungi & bacteria were identified
9596;Eshowe;KwaZulu-Natal;Pinus;patula;Seedlings/Cuttings;D;N;;Well developed;Discoloration, Outer bark;Healthy;Alive;Diplodia and General/Secondary fungi & bacteria were identified
9597;Eshowe;KwaZulu-Natal;Pinus;patula;Seedlings/Cuttings;D;N;;Well developed;Discoloration, Outer bark;Healthy;Alive;Diplodia and General/Secondary fungi & bacteria were identified
9598;Eshowe;KwaZulu-Natal;Pinus;patula;Seedlings/Cuttings;D;N;;Well developed;Clean;Healthy, Clean;Alive, Green, Healthy;Diplodia and General/Secondary fungi & bacteria were identified
9599;Ngodwana;Mpumalanga;Eucalyptus;;Seedlings/Cuttings;D;N;;Well developed, Healthy;Healthy;Healthy;Alive, Green;Powdery mildew-causing fungus
9600;Sabie;Mpumalanga;Pinus;;Seeds;;;;;;;;All seed samples tested negative for Fusarium circinatum
9601;Sabie;Mpumalanga;Pinus;;Seeds;;;;;;;;All seed samples tested negative for Fusarium circinatum
9602;Sabie;Mpumalanga;Pinus;;Seeds;;;;;;;;All seed samples tested negative for Fusarium circinatum
9603;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;;;;;No Fusarium or Diplodia
9604;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;J-rooting, Few roots, Dead;Discoloration, White fungal growth;White fungal growth;No primary tip;Identified as Fusarium oxysporum
9605;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;J-rooting, Few roots, Dead, Plug bound;Discoloration;Discoloration;Discoloration;No Fusarium or Diplodia
9606;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;Well developed, J-rooting, Dead;Discoloration;Discoloration;Discoloration;Identified as Fusarium oxysporum
9607;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;J-rooting, Few roots, Dead, White fungal growth;Discoloration, White fungal growth;Discoloration;Wilted, Discoloration;No Fusarium or Diplodia
9608;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;J-rooting, Few roots, Dead;Discoloration;Discoloration;Alive, Discoloration;Identified as Diplodia pinea
9609;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;Few roots, Dead;Discoloration;Discoloration;Alive, Discoloration;No Fusarium or Diplodia
9610;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;J-rooting, Few roots, Dead, Plug bound;Discoloration;Discoloration;Wilted;No Fusarium or Diplodia
9611;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;Well developed, J-rooting, Dead;Discoloration;Discoloration;Wilted;No Fusarium or Diplodia
9612;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;J-rooting, Few roots, Dead, Plug bound;Discoloration;Discoloration;Dead;No Fusarium or Diplodia
9613;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;J-rooting, Few roots, Dead, Plug bound;Discoloration;Discoloration;Alive, Discoloration;Identified as Fusarium oxysporum
9614;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;Well developed, J-rooting, Dead;Discoloration;Discoloration;Dead;Identified as Fusarium circinatum
9615;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;J-rooting, Few roots, Dead;Discoloration;Discoloration (darkened lesions);Dead;No Fusarium or Diplodia
9616;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;Well developed, Dead, Plug bound;Discoloration, Watersoaked, White fungal growth;Discoloration (blue stains), White fungal growth;Dead;Identified as Diplodia pinea
9617;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;Well developed, J-rooting, Dead;Discoloration;Discoloration;Dead;No Fusarium or Diplodia
9618;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;J-rooting, Few roots, Dead;Discoloration;Discoloration;Dead;No Fusarium or Diplodia
9619;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;J-rooting, Few roots, Dead;Discoloration;Discoloration;Dead;Identified as Diplodia pinea
9620;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;Well developed, J-rooting, Dead, Plug bound;;;Dead;No Fusarium or Diplodia
9621;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;Well developed, Dead, Plug bound;Discoloration;Discoloration;Dead;No Fusarium or Diplodia
9622;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;J-rooting, Few roots, Dead, White fungal growth;Discoloration;Discoloration;Dead;Identified as Fusarium oxysporum
9623;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;J-rooting, Few roots, Dead;Outer bark, Dead, White fungal growth;Discoloration, Dead;No primary tip;No Fusarium or Diplodia
9624;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;J-rooting, Few roots, Dead;Discoloration;Discoloration;Dead;Identified as Fusarium oxysporum
9625;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;J-rooting, Few roots, Dead;Healthy;Discoloration;Dead;No Fusarium or Diplodia
9626;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;J-rooting, Few roots, Dead;Discoloration;Discoloration;Dead;Identified as Fusarium oxysporum
9627;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;J-rooting, Few roots, Dead;Discoloration;Discoloration;Dead;No Fusarium or Diplodia
9628;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;Well developed, J-rooting, Dead, Plug bound;Discoloration;Discoloration;Dead;No Fusarium or Diplodia
9629;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;Well developed, Dead, Plug bound;Discoloration, White fungal growth;Discoloration, White fungal growth;No primary tip;No Fusarium or Diplodia
9630;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;Few roots, Dead;Discoloration;Discoloration;No primary tip;No Fusarium or Diplodia
9631;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;J-rooting, Few roots, Dead;Discoloration;Discoloration;Dead;Identified as Fusarium oxysporum
9632;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;J-rooting, Few roots, Dead, Plug bound;Discoloration;Discoloration;Wilted;No Fusarium or Diplodia
9633;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;Few roots, Dead, Plug bound;Discoloration;Discoloration;Discoloration;Identified as Fusarium oxysporum
9634;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;Well developed, J-rooting, Dead, Plug bound;Discoloration;Discoloration;Discoloration;No Fusarium or Diplodia
9635;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;Few roots, Dead;Discoloration;Discoloration;No primary tip;Identified as Fusarium oxysporum
9636;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;Well developed, J-rooting, Dead;Discoloration;Discoloration;Discoloration;No Fusarium or Diplodia
9637;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;Well developed, J-rooting, Dead;Discoloration;Discoloration;Wilted;Identified as Fusarium oxysporum
9638;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;Well developed;Healthy;Healthy;Dying;No Fusarium or Diplodia
9639;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;Well developed, Healthy;Healthy;Clean;Healthy;Identified as Fusarium oxysporum
9640;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;Well developed;Healthy, Clean;Healthy, Clean;Alive, Yellow;No Fusarium or Diplodia
9641;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;Few roots;Healthy, Discoloration;Outer bark, Cambium, Discoloration;Clean;No Fusarium or Diplodia
9642;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;Well developed;Healthy, Clean;Clean;Healthy;No Fusarium or Diplodia
9643;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;Well developed;Clean;Healthy;Alive, Fresh;No Fusarium or Diplodia
9644;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;Well developed, J-rooting;Clean;Clean;Dead;Identified as Fusarium circinatum
9645;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;J-rooting;Healthy, Clean;Discoloration, Outer bark;Green, Fresh;No Fusarium or Diplodia
9646;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;Few roots;Clean;Clean;Green;Identified as Diplodia pinea
9647;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;Well developed, Healthy;Clean;Clean;Fresh, Clean;No Fusarium or Diplodia
9648;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;Mechanical damage, Few roots;Healthy;Healthy, Clean;Alive, Clean, Fresh;No Fusarium or Diplodia
9649;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;Well developed;Healthy, Clean;Clean;Wilted;Identified as Diplodia pinea
9650;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;Well developed;Unhealthy;Developed,  Big cambium;Alive, Healthy;Identified as Diplodia pinea
9651;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;Well developed, Healthy;Healthy;Halthy, Clean;Alive;Identified as Diplodia pinea
9652;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;J-rooting;Clean;Healthy;Unhealthy;No Fusarium or Diplodia
9653;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;Well developed;Healthy;Healthy;Alive, Clean;Identified as Diplodia pinea
9654;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;Well developed;Healthy, Clean;Healthy, Clean;Alive, Healthy;Identified as Diplodia pinea
9655;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;Few roots;Healthy, Clean;Healthy, Clean;Alive, Wilted;Identified as Diplodia pinea
9656;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;Well developed;Healthy, Clean;Healthy, Clean;Alive, Healthy;No Fusarium or Diplodia
9657;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;Insect/Mechanical damage, J-rooting;Healthy;Healthy, Clean;Healthy;Identified as Fusarium oxysporum
9658;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;Well developed;Healthy;Healthy, Clean;Dying;Identified as Diplodia pinea
9659;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;Well developed, Dead;Discoloration;Discoloration;Wilted, Discoloration;No Fusarium or Diplodia
9660;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;Well developed, Dead;Discoloration;Discoloration;Dead;No Fusarium or Diplodia
9661;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;Well developed, Dead;Discoloration;Discoloration;Wilted, Discoloration;No Fusarium or Diplodia
9662;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;Well developed, Dead;Insect/Mechanical damage, Healthy;Discoloration;Alive, Wilted;Identified as Fusarium oxysporum
9663;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;Well developed, Dead;Discoloration;Healthy;Dying;No Fusarium or Diplodia
9664;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;Well developed, Dead;Insect/Mechanical damage, Discoloration;Healthy;Dead;Identified as Fusarium oxysporum
9665;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;Well developed, Dead;Insect/Mechanical damage, Discoloration;Insect/Mechanical damage, Discoloration;Dead;No Fusarium or Diplodia
9666;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;;Girdling, Insect/Mechanical damage;Insect/Mechanical damage, Kino/Gum/Resin Exudation;Wilted, Dead;No Fusarium or Diplodia
9667;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;Well developed, Dead;Girdling, Insect/Mechanical damage, Discoloration;Insect/Mechanical damage, Kino/Gum/Resin Exudation, Healthy;Dead;Identified as Fusarium oxysporum
9668;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;Dead, Plug bound;Healthy;Insect/Mechanical damage, Discoloration;Alive, Wilted;No Fusarium or Diplodia
9669;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;Well developed, Dead;Discoloration;Discoloration;Dead;No Fusarium or Diplodia
9670;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;Well developed, Dead;Discoloration;Discoloration;Wilted, Discoloration;No Fusarium or Diplodia
9671;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;Well developed, Dead;Discoloration;Discoloration;Wilted, Discoloration;No Fusarium or Diplodia
9672;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;Well developed, Dead;Discoloration;Discoloration;Wilted;Identified as Fusarium circinatum
9673;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;Well developed;Discoloration, Outer bark, Cambium, Between outer & inner bark, Sapwood;Discoloration, Outer bark, Cambium, Between outer & inner bark, Sapwood;No primary tip;No Fusarium or Diplodia
9674;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;Well developed;Discoloration, Outer bark, Cambium, Between outer & inner bark, Sapwood;Discoloration, Outer bark, Cambium, Between outer & inner bark;Alive;Identified as Fusarium circinatum
9675;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;Well developed;Discoloration, Outer bark, Cambium, Between outer & inner bark;Discoloration, Outer bark, Cambium, Between outer & inner bark;Alive;No Fusarium or Diplodia
9676;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;Well developed;Discoloration, Outer bark, Cambium, Between outer & inner bark, Sapwood;Discoloration, Outer bark, Cambium, Between outer & inner bark, Sapwood;Alive;Identified as Fusarium oxysporum
9677;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;Few roots;Insect/Mechanical damage, Discoloration, Outer bark, Cambium, Between outer & inner bark, Sapwood;Discoloration, Outer bark, Cambium, Between outer & inner bark, Sapwood;Dead;Identified as Fusarium circinatum
9678;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;Well developed;Discoloration, Outer bark, Cambium, Between outer & inner bark, Sapwood;Discoloration, Outer bark, Cambium, Between outer & inner bark, Sapwood;Dead;Identified as Diplodia pinea
9679;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;Well developed;Discoloration, Outer bark, Cambium, Between outer & inner bark, Sapwood;Discoloration, Outer bark, Cambium, Between outer & inner bark, Sapwood;No primary tip;No Fusarium or Diplodia
9680;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;Few roots;Discoloration, Outer bark, Cambium, Between outer & inner bark, Sapwood, Resins;Discoloration, Outer bark, Cambium, Between outer & inner bark, Sapwood;Alive;Identified as Fusarium oxysporum
9681;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;Well developed;Insect damage, Discoloration, Outer bark, Cambium, Between outer & inner bark, Sapwood;Discoloration, Outer bark, Cambium, Between outer & inner bark, Sapwood;Alive;No Fusarium or Diplodia
9682;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;Well developed, Resins;Discoloration, Outer bark, Cambium, Between outer & inner bark, Sapwood;Discoloration, Outer bark, Cambium, Between outer & inner bark, Sapwood;Alive;No Fusarium or Diplodia
9683;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;Well developed;Discoloration, Outer bark, Cambium, Between outer & inner bark, Sapwood;Discoloration, Outer bark, Cambium, Between outer & inner bark, Sapwood;Dead;No Fusarium or Diplodia
9684;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;Well developed;Discoloration, Outer bark, Cambium, Between outer & inner bark, Sapwood;Discoloration, Outer bark, Cambium, Between outer & inner bark, Sapwood;Dead;No Fusarium or Diplodia
9685;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;Well developed;Discoloration, Outer bark, Cambium, Between outer & inner bark, Sapwood;Discoloration, Outer bark, Cambium, Between outer & inner bark, Sapwood;Dead;No Fusarium or Diplodia
9686;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;Well developed;Discoloration, Outer bark, Cambium, Between outer & inner bark, Sapwood;Discoloration, Outer bark;No primary tip;No Fusarium or Diplodia
9687;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;Well developed;Discoloration, Outer bark, Cambium, Between outer & inner bark, Sapwood;Discoloration, Outer bark, Cambium, Between outer & inner bark, Sapwood;Alive;No Fusarium or Diplodia
9688;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;Well developed;Discoloration, Outer bark, Cambium, Between outer & inner bark, Sapwood;Discoloration, Outer bark, Cambium, Between outer & inner bark, Sapwood;Dead;Identified as Fusarium oxysporum
9689;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;Well developed;Discoloration, Outer bark, Cambium, Between outer & inner bark, Sapwood;Discoloration, Outer bark, Cambium, Between outer & inner bark, Sapwood;No primary tip;No Fusarium or Diplodia
9690;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;Few roots;Discoloration, Outer bark, Cambium, Between outer & inner bark, Sapwood;Discoloration, Outer bark, Cambium, Between outer & inner bark, Sapwood;Alive;No Fusarium or Diplodia 
9691;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;Well developed;Discoloration, Outer bark, Cambium, Between outer & inner bark, Sapwood;Discoloration, Outer bark, Cambium, Between outer & inner bark, Sapwood;No primary tip;No Fusarium or Diplodia 
9692;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;Well developed;;;No primary tip;No Fusarium or Diplodia 
9693;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;Few roots;Insect damage, Discoloration, Outer bark, Cambium, Between outer & inner bark, Sapwood;Discoloration, Outer bark, Cambium, Between outer & inner bark, Sapwood;Dead;Identified as Fusarium oxysporum
9694;Howick;KwaZulu-Natal;Pinus;;Hedges;;;;Few roots;Discoloration, Outer bark, Cambium, Between outer & inner bark, Sapwood;Discoloration, Outer bark, Cambium, Between outer & inner bark, Sapwood;Dead;Identified as Fusarium oxysporum
