Location;Province;Genus;species/clone;type of sample;Asymptomatic/diseased;Nursery/Field;Roots;Root Collar;Stem;Growth tip;Needles/Leaves;results
Howick;Kwazulu-Natal;Pinus;patula x patula;;;;Wilted;Well developed, J-rooting, Dead, Plug bound;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Discoloration, Outer bark, Cambium, Between outer and inner bark ;Wilted;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;CP;;;;Wilted;Well developed;Discoloration, Outer bark;Discoloration, Outer bark;Wilted, Dead;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;;;;Wilted;Healthy;Discoloration, Outer bark;Discoloration, Outer bark;Wilted;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;OP;;;;Wilted;Well developed;Discoloration, Outer bark;Discoloration, Outer bark;Wilted, Dead;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;CP;;;;Die-back, Wilted;Well developed;Discoloration, Outer bark;Discoloration, Outer bark;Wilted, Dead;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;CP;;;;Wilted;Well developed;Discoloration, Outer bark;Discoloration, Outer bark;Wilted, Dead;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;CP;;;;Wilted;Well developed, J-rooting, Dead, Plug bound;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Discoloration, Outer bark, Cambium, Between outer and inner bark;Wilted, S?;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x oocarpa;;;;Die-back;Well developed, J-rooting, Dead, Plug bound;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Wilted, S?, Dead, Discoloration;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;CP;;;;Die-back;Well developed, J-rooting, Dead, Plug bound;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;S?, Dead, Discoloration;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;;;;Wilted;Well developed, J-rooting, Dead, Plug bound;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Wilted, S?, Discoloration;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;CP;;;;Die-back;Well developed, J-rooting, Dead, Plug bound;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Discoloration, Outer bark, Cambium, Between outer and inner bark;S?, Dead, Discoloration;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;;;;Die-back, Wilted;Well developed, J-rooting, Dead, Plug bound;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Discoloration, Outer bark, Cambium, Between outer and inner bark;S?, Dead, Discoloration;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x oocarrpa;;;;Die-back;Well developed, J-rooting, Dead, Plug bound;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Discoloration, Outer bark, Cambium, Between outer and inner bark;S?, Dead, Discoloration;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x patula;;;;Die-back;Well developed, J-rooting, Dead, Plug bound;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Discoloration, Outer bark, Cambium, Between outer and inner bark;S?, Dead, Discoloration;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x oocarpa;;;;Die-back;Well developed, J-rooting, Dead, Plug bound;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Discoloration, Outer bark, Cambium, Between outer and inner bark;S?, Dead, Discoloration;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;;;;Die-back;Well developed, J-rooting, Dead, Plug bound;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Discoloration, Outer bark, Cambium, Between outer and inner bark;S?, Dead, Discoloration;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;OP;;;;Die-back;Well developed, J-rooting, Dead, Plug bound;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Discoloration, Outer bark, Cambium, Between outer and inner bark;S?, Dead, Discoloration;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;OP;;;;Die-back;Well developed, J-rooting, Dead, Plug bound;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Discoloration, Outer bark, Cambium, Between outer and inner bark;S?, Dead, Discoloration;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula tecunumanii (HE);;;;Die-back, S?;Well developed, J-rooting, Dead, Plug bound;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Discoloration, Outer bark, Cambium, Between outer and inner bark;S?, Dead, Discoloration;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;CP;;;;Die-back, Wilted;Well developed, J-rooting, Dead, Plug bound;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Discoloration, Outer bark, Cambium, Between outer and inner bark;S?, Dead, Discoloration;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula oocarpa;;;;Die-back, S?;Well developed, J-rooting, Dead, Plug bound;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;S?, Dead, Discoloration;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;CP;;;;Die-back, S?;Well developed, J-rooting, Dead, Plug bound;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Discoloration, Outer bark, Cambium, Between outer and inner bark;S?, Dead, Discoloration;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;;;;Die-back, S?;Well developed, J-rooting, Dead, Plug bound;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Discoloration, Outer bark, Cambium, Between outer and inner bark;S?, Dead, Discoloration;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x oocarpa;;;;Die-back;Well developed, J-rooting, Dead, Plug bound;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Healthy;Dead, Discoloration;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;;;;Die-back, S?;Well developed, J-rooting, Dead, Plug bound;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;S?, Dead, Discoloration;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;;;;Wilted, S?;Well developed, J-rooting, Dead, Plug bound;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Discoloration, Outer bark, Cambium, Between outer and inner bark;Wilted, S?;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;;;;Die-back, S?;Well developed, J-rooting, Dead, Plug bound;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;S?, Dead, Discoloration;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;CP;;;;Die-back, S?;Well developed, J-rooting, Dead, Plug bound;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Discoloration, Outer bark, Cambium, Between outer and inner bark;S?, Dead, Discoloration;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;CP;;;;Wilted, S?;Well developed, J-rooting, Dead, Plug bound;Discoloration, Outer bark, Cambium, Between outer and inner bark;Discoloration, Outer bark, Cambium, Between outer and inner bark;Wilted, S?, Discoloration;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;CP;;;;Wilted;Dead;Healthy;Healthy;Wilted;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;CP;;;;Wilted;Healthy;Discoloration, Outer bark;Healthy;Wilted;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;CP;;;;Wilted;Healthy;Discoloration, Between outer and inner bark;Discoloration, Outer bark;Wilted;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;;;;;Wilted;Few roots, Dead;Healthy;Healthy;Wilted;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;OP;;;;Wilted;Dead;Discoloration, Between outer and inner bark;Discoloration, Outer bark;Wilted;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;;;;;Wilted;Healthy;Healthy;Healthy;Alive;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;;;;;Wilted;Few roots, Dead;Fruiting bodies;Fruiting bodies;Wilted;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;CP;;;;Wilted;Dead;Healthy;Healthy;Wilted;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;;;;Wilted;Discoloration, Between outer and inner bark;Discoloration, Between outer and inner bark;Discoloration, Between outer and inner bark;Wilted;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;;;;Wilted;Dead;Healthy;Healthy;Wilted;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;;;;;Die-back;Well developed, Dead;Discoloration, Between outer and inner bark;Healthy;Wilted;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;;;;;Plant dead;Well developed, Dead, Plug bound;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Dead;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;;;;Plant dead;Few roots, Dead, Plug bound;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Dead;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;;;;Unhealthy;Few roots, Dead, Plug bound;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Alive;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;;;;Die-back;Few roots, Dead, Plug bound;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Dead;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;;;;;Plant is dead;Well developed, Dead, Plug bound;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Discoloration, Outer bark;Wilted;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;;;;Healthy;Few roots, Dead, Plug bound;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Alive;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;;;;;Root:shoot ratio;Few roots, Dead, Plug bound;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Alive;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;;;;Die-back;Few roots, Dead, Plug bound;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Wilted;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;;;;;Wilted;Well developed;Discoloration, Outer bark;Discoloration, Outer bark;Wilted;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;;;;Wilted;Few roots;Discoloration, Outer bark;Discoloration, Outer bark;Wilted;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;;;;Wilted;Few roots;Discoloration, Outer bark;Discoloration, Outer bark;Wilted;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;;;;Wilted;Few roots;Discoloration, Outer bark;Discoloration, Outer bark;Wilted;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;;;;Wilted;Few roots;Discoloration, Outer bark;Discoloration, Outer bark;Wilted;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;;;;;Wilted;Few roots;Healthy;Healthy;Wilted;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;;;;Wilted;Few roots;Discoloration, Outer bark;Discoloration, Outer bark;Wilted, Dead;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;;;;Wilted;Well developed, Dead, J-rooting;Discoloration, Outer bark, Cambium;Discoloration, Outer bark, Between outer and inner bark;Wilted;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;;;;;Wilted, S?;Well developed, Dead, J-rooting, Plug bound;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Discoloration, Outer bark, Cambium, Between outer and inner bark;Wilted, S?;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;;;;;Wilted;Well developed, Dead, J-rooting, Plug bound;Discoloration, Outer bark, Cambium, Between outer and inner bark;Discoloration, Outer bark, Between outer and inner bark;Wilted;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;;;;;Wilted, S?;Well developed, Dead, J-rooting, Plug bound;Discoloration, Outer bark, Cambium, Between outer and inner bark;Discoloration, Outer bark, Between outer and inner bark;Wilted, S?;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;;;;;Wilted;Well developed, Dead, J-rooting, Plug bound;Discoloration, Outer bark, Cambium, Between outer and inner bark;Discoloration, Outer bark, Cambium, Between outer and inner bark;Wilted, S?;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;;;;;Wilted;Well developed, Dead, J-rooting, Plug bound;Discoloration, Outer bark, Cambium, Between outer and inner bark;Discoloration, Outer bark, Cambium, Between outer and inner bark;Wilted, S?;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;;;;;Wilted;Well developed, Dead, J-rooting, Plug bound;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Discoloration, Outer bark, Cambium, Between outer and inner bark;Wilted, S?;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii (LE);;;;Wilted;Well developed, Dead, J-rooting, Plug bound;Discoloration, Outer bark, Cambium, Between outer and inner bark;Discoloration, Outer bark, Cambium, Between outer and inner bark;Wilted, S?;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;;;;;Wilted;Well developed, Dead, J-rooting, Plug bound;Discoloration, Outer bark, Cambium, Between outer and inner bark;Discoloration, Outer bark, Cambium, Between outer and inner bark;Wilted, S?;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;;;;;Wilted;Well developed, Dead, J-rooting, Plug bound;Discoloration, Outer bark, Cambium, Between outer and inner bark;Healthy;Wilted, S?;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;;;;;Wilted;Dead;Healthy;Healthy;Wilted;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;;;;;Wilted;Well developed, Healthy;Healthy;Healthy;Wilted;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii (LE);;;;Wilted;Few roots;Discoloration, Outer bark;Healthy;Wilted;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii (LE);;;;Die-back;Well developed, J-rooting, Plug bound;Discoloration, Cambium, Between outer and inner bark;Healthy;Dead;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;;;;;Die-back;Well developed, Healthy, Plug bound;Discoloration, Cambium, Between outer and inner bark;Healthy;Dead;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii (LE);;;;Die-back;Well developed, J-rooting;Discoloration, Cambium, Between outer and inner bark;Healthy;Dead;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;;;;;Die-back;Well developed, J-rooting, Plug bound;Discoloration, Cambium, Between outer and inner bark;Healthy;Dead;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;;;;;Die-back;Well developed, J-rooting;Discoloration, Cambium, Between outer and inner bark;Healthy;Alive;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii (LE);;;;Die-back;Well developed, J-rooting, Plug bound;Discoloration, Cambium, Between outer and inner bark, Swelling;Discoloration, Cambium, Between outer and inner bark;Dead;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii (LE);;;;Die-back;Well developed, J-rooting;Discoloration, Cambium, Between outer and inner bark;Healthy;Dead;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii (LE);;;;Die-back;Well developed, J-rooting, Plug bound;Healthy;Healthy;Dead;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Hedges;D;;Wilted;Well developed, J-rooting, Dead, Plug bound;Discoloration, Outer bark, Between outer and inner bark;Healthy;Wilted;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Hedges;D;;Wilted, S?;Well developed, J-rooting, Dead, Plug bound;Healthy;Healthy;Wilted;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Hedges;D;;Dead;Few roots, Dead;Discoloration, Outer bark, Cambium;Discoloration, Outer bark, Cambium;Dead;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Hedges;D;;Wilted, S?;Well developed, J-rooting, Dead, Plug bound;Discoloration, Outer bark, Between outer and inner bark;Discoloration, Outer bark, Between outer and inner bark;Wilted;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Hedges;D;;Wilted, S?;Well developed, J-rooting, Dead, Plug bound;Discoloration, Outer bark, Between outer and inner bark, Cambium;Discoloration, Outer bark, Between outer and inner bark;Wilted;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Hedges;D;;Dead;Few roots, Dead;Discoloration, Outer bark, Cambium;Discoloration, Outer bark, Cambium;Dead;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Hedges;D;;Dead;Well developed, Dead;Discoloration, Outer bark, Cambium;Discoloration, Outer bark, Cambium;Dead;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Hedges;A;;Healthy;Well developed, Healthy;Healthy;Healthy;Alive;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Hedges;D;;Dead;Few roots, Dead;Discoloration, Outer bark, Cambium;Discoloration, Outer bark, Cambium;Dead;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Hedges;D;;Dead;Few roots, Dead;Discoloration, Outer bark, Cambium;Discoloration, Outer bark, Cambium;Dead;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;;Hedges;D;;Wilted;Well developed, J-rooting, Dead, Plug bound;Healthy;Healthy;Wilted;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;;Hedges;D;;Wilted, S?;Well developed, J-rooting, Dead, Plug bound;Discoloration, Outer bark, Between outer and inner bark;Healthy;Wilted, Discoloration, S?;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Hedges;D;;Wilted, S?;Well developed, J-rooting, Dead, Plug bound;Discoloration, Outer bark, Between outer and inner bark;Healthy;Wilted, S?;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;;Hedges;D;;Dead;Well developed, Dead;Discoloration, Outer bark, Cambium;Discoloration, Outer bark, Cambium;Dead;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;;Hedges;D;;Dead;Few roots, Dead;Discoloration, Outer bark, Cambium;Discoloration, Outer bark, Cambium;Dead;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Hedges;D;;Wilted, S?;Well developed, J-rooting, Dead, Plug bound;Discoloration, Outer bark, Between outer and inner bark, Cambium;Discoloration, Outer bark, Between outer and inner bark;Wilted;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Hedges;D;;Wilted;Well developed, J-rooting, Dead, Plug bound;Discoloration, Outer bark, Between outer and inner bark;Discoloration, Outer bark;Wilted;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Hedges;D;;Dead;Well developed, Dead;Discoloration, Outer bark, Cambium;Discoloration, Outer bark, Cambium;Dead;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula;Hedges;A;;Healthy;Well developed, Healthy;Healthy;Healthy;Alive;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Pinus;patula;Hedges;D;;Wilted;Well developed, J-rooting, Dead, Plug bound;Healthy;Healthy;Wilted;Fusarium circitum and Diplodia screening
Howick;Kwazulu-Natal;Eucalyptus ;nitens;Stem;D;;;;;;;Screening for disease-causing agents
Howick;Kwazulu-Natal;Eucalyptus ;nitens;Leaves;D;;;;;Insect/Mechanical damage, Discoloration, Outer bark, Cambium, Fruiting bodies, Between inner and outer bark, Sapwood;;Screening for disease-causing agents
Howick;Kwazulu-Natal;Eucalyptus ;nitens;Leaves;D;;;;;Discoloration, Outer bark, Cambium, Between inner and outer bark, Sapwood;;Screening for disease-causing agents
Howick;Kwazulu-Natal;Eucalyptus ;nitens;Stem;D;;;;;;;Screening for disease-causing agents
Howick;Kwazulu-Natal;Eucalyptus ;nitens;Stem;D;;;;;;;Screening for disease-causing agents
Howick;Kwazulu-Natal;Eucalyptus ;nitens;Leaves;D;;;;;Insect/Mechanical damage, Discoloration, Outer bark, Cambium, Fruiting bodies, Between inner and outer bark, Sapwood;;Screening for disease-causing agents
Howick;Kwazulu-Natal;Eucalyptus ;nitens;Leaves;D;;;;;Insect/Mechanical damage, Discoloration, Outer bark, Cambium, Fruiting bodies, Between inner and outer bark, Sapwood;;Screening for disease-causing agents
Howick;Kwazulu-Natal;Eucalyptus ;nitens;Stem;D;;;;;;;Screening for disease-causing agents
Howick;Kwazulu-Natal;Eucalyptus ;nitens;Stem;D;;;;;;;Screening for disease-causing agents
Howick;Kwazulu-Natal;Eucalyptus ;nitens;Leaves;D;;;;;Discoloration, Outer bark, Cambium, Between inner and outer bark, Sapwood, Fruiting bodies;;Screening for disease-causing agents
Howick;Kwazulu-Natal;Eucalyptus ;nitens;Leaves;D;;;;;Discoloration, Outer bark, Cambium, Between inner and outer bark, Sapwood;;Screening for disease-causing agents
Howick;Kwazulu-Natal;Pinus;patula;Hedges;D;;Wilted;Dead;Discoloration,Outer bark, Fruiting bodies;Healthy;Wilted;Screening for Fusarium circitum
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Hedges;D;;Wilted;Few roots;Discoloration, Between outer and inner bark;Discoloration, Between inner and outer bark;No tips;Screening for Fusarium circitum
Howick;Kwazulu-Natal;Pinus;;Hedges;D;;Wilted;Dead;Discoloration, Between outer and inner bark;Healthy;Wilted;Screening for Fusarium circitum
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Hedges;D;;Wilted;Healthy;Healthy;Healthy;No tips;Screening for Fusarium circitum
Howick;Kwazulu-Natal;Pinus;patula;Hedges;D;;Wilted;Dead, Plug bound;Healthy;Discoloration, Outer bark;Wilted;Screening for Fusarium circitum
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Hedges;D;;Wilted;Well developed, Dead;Discoloration, Between outer and inner bark;Discoloration, Outer bark;Wilted;Screening for Fusarium circitum
Howick;Kwazulu-Natal;Pinus;patula;Hedges;D;;Wilted;Well developed, Dead;Healthy;Healthy;Alive;Screening for Fusarium circitum
Howick;Kwazulu-Natal;Pinus;patula;Hedges;D;;Wilted;Well developed, Dead;Discoloration, Outer bark;Discoloration, Outer bark;Wilted;Screening for Fusarium circitum
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Hedges;D;;Wilted;Well developed, Dead;Healthy, Fruiting bodies;Healthy;Wilted;Screening for Fusarium circitum
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Hedges;D;;Wilted;Dead;Discoloration, Between outer and inner bark;Healthy;Wilted;Screening for Fusarium circitum
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Hedges;D;;Wilted;Few roots, Dead;Healthy;Healthy;Wilted, Discoloration;Screening for Fusarium circitum
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Hedges;D;;Wilted;Well developed, Dead, J-rooting, Plug bound;Discoloration, Between outer and inner bark, Outer bark, Cambium, Sapwood;Discoloration, Between outer and inner bark, Outer bark, Cambium;Wilted;Screening for Fusarium circitum
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Hedges;D;;Wilted, S?;Well developed, Dead, J-rooting, Plug bound;Discoloration, Between outer and inner bark, Outer bark, Cambium, Sapwood;Discoloration, Between outer and inner bark, Outer bark, Cambium;Wilted, S?;Screening for Fusarium circitum
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Hedges;D;;Wilted;Well developed, Dead, J-rooting, Plug bound;Discoloration, Between outer and inner bark;Discoloration, Between outer and inner bark, Outer bark;Wilted;Screening for Fusarium circitum
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Hedges;D;;Wilted;Well developed, Dead, J-rooting, Plug bound;Discoloration, Outer bark, Between outer and inner bark;Discoloration, Outer bark, Between outer and inner bark;Wilted;Screening for Fusarium circitum
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Hedges;D;;Wilted;Well developed, Dead, J-rooting, Plug bound;Discoloration, Outer bark;Healthy;Wilted;Screening for Fusarium circitum
Howick;Kwazulu-Natal;Pinus;;Hedges;D;;Wilted;Well developed, Dead, J-rooting, Plug bound;Discoloration, Outer bark, Between outer and inner bark;Healthy;Wilted;Screening for Fusarium circitum
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Hedges;D;;Wilted;Well developed, Dead, J-rooting, Plug bound;Discoloration, Outer bark;Healthy;Wilted;Screening for Fusarium circitum
Howick;Kwazulu-Natal;Pinus;;Hedges;D;;Wilted;Well developed, Dead, J-rooting, Plug bound;Healthy;Healthy;Wilted;Screening for Fusarium circitum
Howick;Kwazulu-Natal;Pinus;;Hedges;D;;;Well developed, Dead, J-rooting, Plug bound;Healthy;Healthy;Alive;Screening for Fusarium circitum
Howick;Kwazulu-Natal;Pinus;;Hedges;D;;Wilted, S?;Few roots, Dead, J-rooting;Healthy;Healthy;Wilted, S?;Screening for Fusarium circitum
Howick;Kwazulu-Natal;Pinus;;Hedges;D;;Healthy;Few roots, Dead, J-rooting;Healthy;Healthy;Alive;Screening for Fusarium circitum
