Location;Province;Genus;species.clone;type.of.sample;Asymptomatic.diseased;Nursery.Field;Roots;Root.Collar;Stem;Growth.tip;Needles.Leaves;results
4314;Pietermaritzburg;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;A;FNF;Healthy;Well developed,Dead;Discolorationn,Outer bark,Cambium,Between outer and inner bark;Healthy;Alive;FusariumFSPcreening
4315;Tweedie;Kwazulu-Natal;Pinus;benthamii;Hedge;D;FNF;Healthy;Well developed,Dead;Discolorationn,Outer bark,Cambium,Fruiting bodies,Between outer and inner bark;Discoloration,Outer bark,Cambium, Between outer and inner bark;Dead;Fusarium circitum and Diploda screening
4316;Tweedie;Kwazulu-Natal;Pinus;0,0;Hedge;D;FNF;Healthy;Few roots,Dead;Discolorationn,Outer bark,Cambium,Between outer and inner bark;Discoloration,Outer bark,Cambium, Between outer and inner bark;Wilted,Discoloration;Fusarium circitum and Diploda screening
4317;Tweedie;Kwazulu-Natal;Pinus;5;Hedge;D;FNF;Die-back, wilted;J-rooting;Discolorationn,Outer bark;Discoloration,Outer bark;Wilted;Fusarium circitum screening
4318;Tweedie;Kwazulu-Natal;Pinus;5;Hedge;D;FNF;Die-back, wilted;J-rooting;Discolorationn,Outer bark;Discoloration,Outer bark;Wilted,Dead;Fusarium circitum screening
4319;Tweedie;Kwazulu-Natal;Pinus;benthamii;Hedge;D;FNF;Die-back, wilted;J-rooting,Few roots;Discolorationn,Outer bark;Dry????y;Wilted,Die-back;Fusarium circitum screening
4320;Tweedie;Kwazulu-Natal;Pinus;0,0;Hedge;D;FNF;Healthy;J-rooting,Few roots;Discolorationn,Outer bark;Discoloration,Outer bark;Wilted;Fusarium circitum screening
4321;Tweedie;Kwazulu-Natal;Pinus;60,51,,10;Hedge;D;FNF;Healthy;Well developed,J-rooting,Dead;Health;Healthy;Wilted;Fusarium circitum screening
4322;Tweedie;Kwazulu-Natal;Pinus; W96;Hedge;D;FNF;Die-back;No roots;Discolorationn,Outer bark,Cambium,Between outer and inner bark;Discoloration,Outer bark,Cambium, Between outer and inner bark;Alive;Fusarium circitum screening
4323;Tweedie;Kwazulu-Natal;Pinus;5;Hedge;D;FNF;Healthy;J-rooting,Few roots,Dead;Discolorationn,Outer bark,Cambium,Between outer and inner bark;Discoloration,Outer bark,Cambium, Between outer and inner bark;Wilted,Discoloration;Fusarium circitum screening
4324;Tweedie;Kwazulu-Natal;Pinus;60,51,,10;Hedge;D;FNF;Healthy;Well developed,J-rooting,Dead;Discolorationn,Outer bark,Cambium,Between outer and inner bark;Discoloration,Outer bark,Cambium, Between outer and inner bark;Wilted,Discoloration;Fusarium circitum screening
4325;Karatara;Western Cape;Pinus;radiata;Not specified;D;FNF;Healthy;Well developed,Healthyy;Health;Healthy;Alive;Fusarium/Phytophthora/PythiumFSPcreening
4326;Karatara;Western Cape;Pinus;radiata;Not specified;D;FNF;Healthy;Well developed,Healthyy;Health;Healthy;Alive;Fusarium/Phytophthora/PythiumFSPcreening
4327;Karatara;Western Cape;Pinus;radiata;Not specified;D;FNF;Healthy;Well developed,Healthyy;Health;Healthy;Alive;Fusarium/Phytophthora/PythiumFSPcreening
4328;Cramond;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;FNF;Root:shoot, wilted;J-rooting,Few roots,Dead;Health;Healthy;Wilted;Fusarium Pot FSPrial
4329;Tweedie;Kwazulu-Natal;Pinus;patula;Hedge;D;FNF;Healthy;Well developed,Dead;Discolorationn,Outer bark,Cambium;Discoloration,Outer bark,Cambium;Dead;Fusarium circitum screening
4330;Cramond;Kwazulu-Natal;Pinus;patula;Seedlnigs/Cuttings;D;FNF;Well developed,J-rooting, Healthy;Discoloration,  Outer bark, Between outer & inner bark;Health;Healthy;Alive,Wilted;Screening for Fusarium circitum
4331;Karatara;Western Cape;Pinus;patula;Seed/Cuttings;D;F;Healthy, Alive;Healthyy;Health;Healthy;Alive;Screening for Fusarium circitum,Phytophthora/Pythium
4332;Karatara;Western Cape;Pinus;patula;Soil;D;F;Healthy;Healthyy;Health;Healthy;Alive;Screening for Fusarium circitum,Phytophthora/Pythium
4333;Sabie;Mpumalanga;Pinus;patula;Seed/Cuttings;D;FCFoFmFpFaFNFyF;Die-back;Well developed,J-rooting,Dead;Discolorationn,Outer bark,Between outer and inner bark,Cambium,Sapwood;Discoloration,Outer bark,Cambium, Between outer and inner bark,Sapwood;Wilted;Screening for Fusarium circitum
4334;Sabie;Mpumalanga;Pinus;patula;Seed/Cuttings;D;F;Well developed, Healthy;Well developed,J-rooting,Dead,  Plug boundd;Discolorationn,Between outer and inner bark;Discoloration,Outer bark;Alive;Screening for Fusarium circitum
4335;Sabie;Mpumalanga;Pinus;patula;Seed/Cuttings;D;F;Die-back;Well developed,Dead,  Plug boundd;Discolorationn,Outer bark,Between outer and inner bark,Cambium,Sapwood;Healthy;Alive;Screening for Fusarium circitum
4336;Sabie;Mpumalanga;Pinus;patula;Whole Seed;D;F;Well developed, Healthy;Well developed,J-rooting,Dead,  Plug boundd;Discolorationn,Outer bark,Between outer and inner bark,Cambium;Healthy;Alive;Screening for Fusarium circitum
4337;Sabie;Mpumalanga;Pinus;patula;Seed/Cuttings;D;F;Healthy;Well developed,Healthyy,  Plug boundd;Health;Healthy;Alive;Screening for Fusarium circitum
4338;Sabie;Mpumalanga;Pinus;patula;Whole Seed;D;F;Healthy;Well developed,Healthyy;Health;Healthy;Alive;Screening for Fusarium circitum
4339;Sabie;Mpumalanga;Pinus;patula;Twigs/Branch,Leaves/Needles, Seed/Cuttings;D;F;Healthy;Well developed,Healthyy,  Plug boundd;Health;Healthy;Alive;Screening for Fusarium circitum
4340;Sabie;Mpumalanga;Pinus;patula;Seed/Cuttings;D;F;Healthy;Healthyy;Health;Healthy;Alive;Screening for Fusarium circitum
4341;Cramond;Mpumalanga;Pinus;patula;Seed/Cuttings;D;FNF;Healthy;Well developed,Dead,J-rooting;Discolorationn,Outer bark;Discoloration,Outer bark;Dead;Screening for Fusarium circitum
4342;Karatara;Western Cape;Pinus;radiata;Seed/Cuttings;D;F;Well developed,J-rooting, Plug bound;Well developed,Healthyy;Discolorationn,Outer bark;Healthy;Alive;Fusarium andPhytophthora screening
4343;Karatara;Western Cape;Pinus;radiata;Branch;A;F;Healthy;Well developed;Health;Healthy;Alive;Fusarium andPhytophthora screening
4344;Karatara;Western Cape;Pinus;radiata;Seed/Cuttings;A;F;Looks ealthy;Healthyy;Health;Healthy;Alive;Fusarium andPhytophthora screening
4345;Karatara;Western Cape;Pinus;radiata;Seed/Cuttings;A;F;Healthy;Well developed,Healthyy,  Plug boundd;Girdling, Health,Discolorationn,Outer bark,Cambium;Healthy;Alive;Fusarium andPhytophthora screening
4346;Howick;Kwazulu-Natal;Pinus;5;Seed/Cuttings;D;FNF;Healthy;J-rooting,Dead, Plug boundd;Discolorationn,Outer bark,Cambium,Between outer and inner bark;Discoloration,Outer bark,Cambium, Between outer and inner bark;Wilted,Discoloration;Fusarium andDiplodia screening
4347;Howick;Kwazulu-Natal;Pinus;60,51,,10;Seed/Cuttings;D;FNF;Healthy;Well developed,Dead;Discolorationn,Cambium;Discoloration,Cambium;Dead;Fusarium andDiplodia screening
4348;Howick;Kwazulu-Natal;Pinus;benthamii;Seed/Cuttings;D;FNF;Healthyroots,Dryrown tips;Well developed,J-rooting,Dead;Discolorationn,Outer bark,Between outer and inner bark;Discoloration,Outer bark, Between outer and inner bark;Dead;Fusarium andDiplodia screening
4349;Howick;Kwazulu-Natal;Pinus;5;Seed/Cuttings;D;FNF;Die-back, Healthy, UnHealthy;Well developed,Dead,  Plug boundd;Discolorationn,Outer bark,Between outer and inner bark,Sapwood;Discoloration,Outer bark, Between outer and inner bark,Sapwood;Wilted,Dead,Discoloration;Fusarium andDiplodia screening
4350;Howick;Kwazulu-Natal;Pinus;5;Seed/Cuttings;D;FNF;Die-back, Healthy;J-rooting,Dead;Discolorationn,Outer bark,Between outer and inner bark,Sapwood;Discoloration,Outer bark, Between outer and inner bark,Sapwood;Wilted,Dead,Discoloration;Fusarium andDiplodia screening
4351;Howick;Kwazulu-Natal;Eucalyptu;dunni;Seed/Cuttings;D;FNF;Healthy;Well developed,Healthyy;Discolorationn,Outer bark,Cambium;Wilted,Dead,Discoloration;Wilted,Discoloration;Cylindrocladiumscreening
4352;Sabie;Mpumalanga;Pinus;elliotti;Seed/Cuttings;D;FNF;Root:shoot ratio;Healthyy,J-rooting,Few roots,  Plug boundd;Health,Swelling;Healthy;Alive;Fusarium circitum screening
4353;Sabie;Mpumalanga;Pinus;patulax tecunumanii;Seed/Cuttings;D;FNF;Healthyroots,Green tips;Few roots,Dead,  Plug boundd;Health,Discolorationn,Outer bark;Healthy,Discoloration,Outer bark;Alive;Fusarium circitum screening
4354;bergplaas;Mpumalanga;Pinus;patula;Seed/Cuttings;D;F;Root:shoot ratio,Die-back;J-rooting,Few roots,Dead,  Plug boundd;Health;Healthy;Dead,Discoloration;Fusarium circitum screening
4355;Barbeton;Mpumalanga;Pinus;patula;Seed/Cuttings;D;F;Die-back;Well developed,J-rooting,Dead,  Plug boundd;Health;Healthy;Alive;Fusarium circitum screening
4356;White River;Mpumalanga;Pinus;patula;Seed/Cuttings;D;F;Healthy;J-rooting,Few roots,Dead,  Plug boundd;Discolorationn,Outer bark,Cambium,Between outer and inner bark;Discoloration,Outer bark,Cambium, Between outer and inner bark;Wilted;Fusarium circitum screening
4357;Cramond;Kwazulu-Natal;Pinus;patula;Pot trial samples;D;FNF;Die-back;Well developed,J-rooting,Dead,  Plug boundd;Discolorationn,Outer bark,Cambium,Between outer and inner bark;Discoloration,Outer bark, Between outer and inner bark;Dead;Fusarium circitum screening
4358;Cramond;Kwazulu-Natal;Pinus;patula;Pot trial samples;D;FNF;Healthy;Dead;Discolorationn,Outer bark;Healthy;Wilted,Discoloration;Fusarium circitum screening
4359;Cramond;Kwazulu-Natal;Pinus;patula;Pot trial samples;D;FNF;Healthy;Dead;Health;Healthy;Wilted;Fusarium circitum screening
4360;Howick;Kwazulu-Natal;Pinus;patulax tecunumanii;Not specified;D;F;Root:shoot ratio;Well developed,Few roots,Dead,  Plug boundd;Discolorationn,Outer bark,Cambium,Between outer and inner bark,Sapwood;Discoloration,Outer bark,Cambium, Between outer and inner bark,Sapwood;Wilted;Fusarium circitum andDiplodia screening
4361;Howick;Kwazulu-Natal;Pinus;patulax tecunumanii;Seed;D;F;Healthy;Few roots,Dead,  Plug boundd;Discolorationn,Outer bark,Cambium,Between outer and inner bark,Sapwood;Discoloration,Outer bark,Cambium, Between outer and inner bark,Sapwood;Dead;Fusarium circitum andDiplodia screening
4362;Howick;Kwazulu-Natal;Pinus;patulax tecunumanii;Hedge;D;F;Healthyroots,Dryrown tips;J-rooting,Dead;Discolorationn,Outer bark,Between outer and inner bark;Discoloration,Outer bark, Between outer and inner bark;Dead,Discoloration;Fusarium circitum andDiplodia screening
4363;Howick;Kwazulu-Natal;Pinus;patulax tecunumanii;Hedge;D;F;Healthyroots,Dryrown tips;J-rooting,Dead;Discolorationn,Outer bark,Between outer and inner bark;Discoloration,Outer bark, Between outer and inner bark;Dead;Fusarium circitum andDiplodia screening
4364;Howick;Kwazulu-Natal;Pinus;patulax tecunumanii;Branch, root, main Seed;D;F;Healthyroots,Green tips;J-rooting,Dead;Discolorationn,Outer bark,Between outer and inner bark;Discoloration,Outer bark, Between outer and inner bark;Alive;Fusarium circitum andDiplodia screening
4365;Howick;Kwazulu-Natal;Pinus;patulax oocarpa;Branch, root, main Seed;D;F;Healthy;Well developed;Discolorationn,Outer bark,Cambium;Discoloration,Outer bark,Cambium;Wilted;Fusarium circitum andDiplodia screening
4366;Howick;Kwazulu-Natal;Pinus;patulax oocarpa;Branch, main Seed;A;F;Healthy;Well developed;Discolorationn,Outer bark;Discoloration,Outer bark;Wilted;Fusarium circitum andDiplodia screening
4367;Howick;Kwazulu-Natal;Pinus;5;Seed/Cuttings;D;F;Healthy;Few roots;Discolorationn,Outer bark;Discoloration,Outer bark;Wilted,Dead;Fusarium circitum andDiplodia screening
4368;Howick;Kwazulu-Natal;Pinus;5;Branch, root, main Seed;D;F;Healthy;Well developed;Discolorationn,Outer bark;Discoloration,Outer bark;Wilted,Dead;Fusarium circitum andDiplodia screening
4369;Howick;Kwazulu-Natal;Pinus;patulax tecunumanii;Seed/Cuttings;A;F;Die-back, Healthy;Well developed,J-rooting,Dead,  Plug boundd;Discolorationn,Outer bark,Cambium,Between outer and inner bark,Sapwood;Discoloration,Outer bark,Cambium, Between outer and inner bark;S,Dead,Discoloration;Fusarium circitum andDiplodia screening
4370;Howick;Kwazulu-Natal;Pinus;patulax tecunumanii;Hedge;D;F;Die-back, Dry;Well developed,J-rooting,Dead,  Plug boundd;Discolorationn,Outer bark,Cambium,Between outer and inner bark,Sapwood;Discoloration,Outer bark,Cambium, Between outer and inner bark,Sapwood;S,Dead,Discoloration;Fusarium circitum andDiplodia screening
4371;Howick;Kwazulu-Natal;Pinus;patulax tecunumanii;Seed, Hedge;A;F;Healthy;Dead;Health;Healthy;Wilted;Fusarium circitum andDiplodia screening
4372;Howick;Kwazulu-Natal;Pinus;patulatecunumanii HE;Seed/Cuttings;D;F;Die-back;Well developed,J-rooting,  Plug boundd;Discolorationn,Cambium,Between outer and inner bark,Swelling;Discoloration,Cambium, Between outer and inner bark;Dead;Fusarium circitum andDiplodia screening
4373;Cramond;Kwazulu-Natal;Pinus;patula;Media plates;D;F;Die-back;Healthyy,J-rooting;Discolorationn,Cambium,Between outer and inner bark;Healthy;Dead;Fusarium circitum screening
4374;Cramond;Kwazulu-Natal;Pinus;patula;Seed;D;F;Die-back;Well developed,J-rooting,  Plug boundd;Discolorationn,Cambium,Between outer and inner bark;Healthy;Dead;Fusarium circitum screening
4375;Paulpietersburg;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;A;F;Healthy;Healthyy,Few roots,  Plug boundd;Discolorationn,Outer bark, Health;Discoloration,Outer bark,Healthy;Alive;Fusarium circitum screening
4376;Hilton;Western Cape;Pinus;radiata;Seed/Cuttings;D;F;Healthy, except the tip;Few roots,Dead;Discolorationn,Outer bark,Cambium;Discoloration,Outer bark,Cambium,Healthy;Alive;Fusarium circitum screening
4377;Ngodwana;Western Cape;Pinus;radiata;Seed/Cuttings;D;F;Healthy;Few roots,Dead;Discolorationn,Outer bark,Cambium;Discoloration,Outer bark,Cambium;Alive;Fusarium circitum screening
4378;Barbeton;Western Cape;Pinus;radiata;Seed/Cuttings;A;F;Healthy;Well developed,Healthyy;Health;Healthy;Alive;Fusarium circitum screening
4379;Howick;Kwazulu-Natal;Eucalyptu;nitens;Seed;D;F;Well developed, Healthy,J-rooting;Dead;Discolorationn,Outer bark,Between outer and inner bark,Sapwood;Wilted;Alive;Screening for disease-causing agents
4380;Scottsville;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;A;FNF;Healthy;Healthyy;Health;Healthy;Alive;Screening for Fusarium circitum
4381;Scottsville;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;A;FNF;Healthy;Healthyy;Health;Healthy;Alive;Screening for Fusarium circitum
4382;Scottsville;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;A;FNF;Healthy;Healthyy;Health;Healthy;Alive;Screening for Fusarium circitum
4383;Scottsville;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;A;FNF;Healthy;Healthyy;Health;Healthy;Alive;Screening for Fusarium circitum
4384;Scottsville;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;A;FNF;Healthy;Healthyy,Few roots;Health,Discolorationn;Healthy,Discoloration,Outer bark;Alive;Screening for Fusarium circitum
4385;Scottsville;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;A;FNF;Healthy;Healthyy,Few roots;Health,Discolorationn,Outer bark;Healthy,Discoloration,Outer bark;Alive;Screening for Fusarium circitum
4386;Hilton;Kwazulu-Natal;Pinus;60,51,,10;Seed;D;F;Well developed,J-rooting, Healthy;Dead;Health;Alive;Wilted,Discoloration;Screening for Fusarium circitum
4387;Hilton;Kwazulu-Natal;Pinus; W96;Seed;D;F;Well developed, Healthy;Dead;Mechanical damage,Discolorationn,Outer bark,Cambium,Between outer and inner bark,Sapwood;Discoloration;Wilted,Discoloration;Screening for Fusarium circitum
4388;Hilton;Kwazulu-Natal;Pinus;benthamii;Seed;D;F;Well developed,J-rooting, Plug bound;Dead;Outer bark,Between outer and inner bark;Alive;Wilted,Discoloration;Screening for Fusarium circitum
4389;Hilton;Kwazulu-Natal;Pinus;60,51,,10;Seed;D;F;Well developed, Healthy;Dead;Mechanical damage,Discolorationn,Outer bark,Cambium,Between outer and inner bark,Sapwood;Alive;Wilted,Discoloration;Screening for Fusarium circitum
4390;Karatara;Western Cape;Pinus;radiata;Seed/Cuttings;A;F;Looks ealthy;Healthyy;Health;Healthy;Alive;Screening forPhytophthora/Pythium
4391;Karatara;Western Cape;Pinus;radiata;Seed/Cuttings;A;F;Looks ealthy;Healthyy;Health;Healthy;Alive;Screening forPhytophthora/Pythium
4392;Karatara;Western Cape;Pinus;radiata;Seed/Cuttings;A;F;Looks ealthy;Healthyy;Health;Healthy;Alive;Screening forPhytophthora/Pythium
4393;Karatara;Western Cape;Pinus;radiata;Seed/Cuttings;A;F;Looks ealthy;Healthyy;Health;Healthy;Alive;Screening forPhytophthora/Pythium
4394;Karatara;Western Cape;Pinus;radiata;Seed/Cuttings;A;F;Healthy;Healthyy;Health;Healthy;Alive;Screening for Fusarium circitum
4395;Karatara;Western Cape;Pinus;radiata;Seed/Cuttings;A;F;Healthy;Healthyy;Health;Healthy;Alive;Screening for Fusarium circitum
4396;Karatara;Western Cape;Pinus;radiata;Seed/Cuttings;A;F;Healthy;Healthyy;Health;Healthy;Alive;Screening for Fusarium circitum
4397;Karatara;Western Cape;Pinus;radiata;Seed/Cuttings;A;F;Healthy;Healthyy;Health;Healthy;Alive;Screening for Fusarium circitum
4398;Sabie;Mpumalanga;Pinus;5;Seed/Cuttings;A;FNF;Healthy;Healthyy,Few roots;Discoloration,Outer bark,Cambium,Between outer and inner bark,Sapwood;Discoloration,Outer bark,Cambium;Alive;Screening for Fusarium circitum
4399;Sabie;Mpumalanga;Pinus;0,0;Seed/Cuttings;A;FNF;Healthy;Few roots,Dead,J-rooting;Health;Healthy;Alive;Screening for Fusarium circitum
4400;Ngodwana;Mpumalanga;Pinus;patula;Seed/Cuttings;A;F;Healthy;Well developed,Healthyy;Health;Healthy;Alive;Screening for Fusarium circitum
4401;Howick;Kwazulu-Natal;Pinus;0,0;Hedge;D;F;Healthy;Few roots,Dead,J-rooting;Health;Healthy;Alive;Screening for Fusarium circitum
4402;Sabie;Mpumalanga;Pinus;patula;Seed/Cuttings;A;F;Healthy, Healthy;Well developed,Healthyy,J-rooting,  Plug boundd;Health;Healthy;Alive,Wilted;Screening for Fusarium circitum
4403;Sabie;Mpumalanga;Pinus;patula;Seed/Cuttings;A;F;Healthy;Well developed,Healthyy,  Plug boundd;Health,Discolorationn,Outer bark;Healthy;Alive;Screening for Fusarium circitum
4404;Piet Retief;Mpumalanga;Acacia;mearnsii;Whole Seed;D;F;Brown roots,Green tips;  Brown discoloration;Outer bark;Mechanical damage,Discoloration,Cambium, Between outer and inner bark;Wilted,Discoloration;Screening for Fungal/bacteriuml pathogens
4405;Howick;Kwazulu-Natal;Pinus;elliottixcaribaea;Hedge;D;F;Healthy;Well developed,Dead;Discoloration,Outer bark,Cambium;Discoloration,Outer bark,Cambium;Dead;Screening for Fusarium circitum
4406;Howick;Kwazulu-Natal;Pinus;patulax tecunumanii;Hedge;D;F;Die-back;Few roots,Dead;Discoloration,Outer bark;Discoloration,Outer bark;Alive;Screening for Fusarium circitum
4407;Piet Retief;Mpumalanga;Eucalyptu;nitens;Seed/Cuttings;A;FNF;Root:shoot ratio;Few roots,Dead;Health;Discoloration;Dead;Screening for Fungal pathogens
4408;Ixopo;Kwazulu-Natal;Pinus; W96;Seed/Cuttings;A;FNF;Healthy;Healthyy;Health;Healthy;Alive;Screening for Fusarium circitum
4409;Ixopo;Kwazulu-Natal;Pinus; W96;Seed/Cuttings;A;FNF;Healthy;Healthyy;Health;Healthy;Alive;Screening for Fusarium circitum
4410;Ixopo;Kwazulu-Natal;Pinus;0,0;Seed/Cuttings;A;FNF;Well developed,J-rooting, Plug bound;Dead;Outer bark,Between outer and inner bark;Discoloration;Wilted,Discoloration;Screening for Fusarium circitum
4411;Howick;Kwazulu-Natal;Pinus;patula;Seed;D;F;Well developed, Healthy,J-rooting;Dead;Discolorationn;Wilted,Dead,Discoloration;Alive;Screening for Fusarium circitum andDiplodia
4412;Scottsville;Western Cape;Pinus;patula;Seed/Cuttings;A;FNF;Healthy;Healthyy,Few roots,  Plug boundd;Discolorationn,Outer bark,Cambium;Discoloration,Outer bark,Cambium;Alive;Screening for Fusarium circitum 
4413;Scottsville;Western Cape;Pinus;patula;Seed/Cuttings;A;FNF;Healthy;Healthyy,Few roots,  Plug boundd;Discolorationn,Outer bark,Cambium;Discoloration,Outer bark,Cambium;Alive;Screening for Fusarium circitum 
4414;Piet Retief;Mpumalanga;Pinus; W96;Seed;D;F;Well developed, Healthy;Well developed,J-rooting,Some discoloration;Discolorationn;Discoloration,Outer bark,Cambium;Wilted,Discoloration;Screening for Fungal/Bacterail pathogens
4415;Ngodwana;Mpumalanga;Eucalyptu;nitens;Seed/Cuttings;A;F;Well developed,J-rooting, Healthy;Dead;Outer bark,Between outer and inner bark;Wilted;Alive;Screening for Fungal/bacteriuml pathogens
4416;Ngodwana;Mpumalanga;Eucalyptu;dunni;Seed/Cuttings;A;F;UnHealthy;Dead,  Plug boundd;Discolorationn,Outer bark,Cambium,Between outer and inner bark,Sapwood;Outer bark,Cambium, Between outer and inner bark,Sapwood;Dead,Discoloration;Screening for Fungal/bacteriuml pathogens
4417;Ngodwana;Mpumalanga;Eucalyptu;dunni;Seed/Cuttings;A;F;Dry rootss, Healthy;Dead;Girdling,Discolorationn,Outer bark,Cambium,Between outer and inner bark,Sapwood;Wilted;Alive;Screening for Fungal/bacteriuml pathogens
4418;White River;Mpumalanga;Pinus;patula;Seedlnigs/Cuttings;D;FFF;Healthy;Well developed,Healthyy,  Plug boundd;Health;Healthy;Alive;Screening for Fusarium circitum
4419;White River;Mpumalanga;Pinus;patula;Seedlnigs/Cuttings;D;FFF;Healthy;Well developed,Healthyy,J-rooting,  Plug boundd;Health;Healthy;Alive;Screening for Fusarium circitum
4420;Sabie;Mpumalanga;Pinus;elliotti;Seed/Cuttings;D;F;Root:shoot ratio;Healthyy,J-rooting,Few roots,  Plug boundd;Health;Healthy;Alive;Fusarium circitum screening
4421;Sabie;Mpumalanga;Pinus;patulax tecunumanii;Seed/Cuttings;D;F;Healthyroots,Green tips;Healthyy,Few roots,  Plug boundd;Health,Discolorationn,Outer bark;Healthy;Alive;Fusarium circitum screening
4422;George;Western Cape;Pinus;radiata;Whole Seed;D;F;Well developed, Healthy;  Brown discoloration;Mechanical damage,Discolorationn,Outer bark,Cambium,Between outer and inner bark,Sapwood;Mechanical damage,Discoloration,Outer bark;Wilted;Screening for Fungal/bacteriuml pathogens
4423;Ixopo;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;A;F;Healthy;Discoloration;Discolorationn,Outer bark;Discoloration,Outer bark;Alive;Screening for Fusarium ciricnatum
4424;Ixopo;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;A;F;Healthy;Well developed,Healthyy;Health;Discoloration,Outer bark;Alive;Screening for Fusarium ciricnatum
4425;Ixopo;Kwazulu-Natal;Pinus;elliotti;Seedlings/Cuttings;A;F;Root:shoot ratio good, Overall Healthy;Healthyy;Health;Healthy,Discoloration,Outer bark;Alive;Screening for Fusarium ciricnatum
4426;Ixopo;Kwazulu-Natal;Pinus;elliotti;Seedlings/Cuttings;A;F;Healthy;Healthyy, Very Well developed;Health;Discoloration,Outer bark;Alive;Screening for Fusarium ciricnatum
4427;Hilton;Kwazulu-Natal;Pinus;60,51,,10;Twigs/Branch,Leaves/Needles, Seed/Cuttings;D;F;Main branch Healthy, Dryide stem covered with lesions, Fruiting bodies, Drypots on leaves;Dead;Mechanical damage,Discolorationn,Outer bark,Cambium,Between outer and inner bark,Sapwood;Discoloration;Alive;Screening for Fungal/bacteriuml pathogens
4428;Piet Retief;Mpumalanga;Pinus;radiata;Branch,Soil,leaves;D;F;Die-back;Well developed,Dead;Girdled,Swelling;Alive;Alive;Screening forPhytophthora andPythium
4429;Scottsville;Western Cape;Pinus;patula;Seed/Cuttings;A;F;Well developed,J-rooting, Plug bound;Well developed,J-rooting,Dead,  Plug boundd;Discolorationn;Wilted,Dead,Discoloration;Wilted,Discoloration;Screening for Fusarium ciricnatum
4430;Scottsville;Western Cape;Pinus;patula;Seed/Cuttings;D;F;Well developed,J-rooting, Plug bound;Well developed,Dead;Discolorationn,Outer bark,Between outer and inner bark;Healthy;Alive;Screening for Fusarium ciricnatum
4431;Scottsville;Western Cape;Pinus;patula;Seed/Cuttings;A;F;Well developed, Healthy;Few roots,Dead;Discolorationn,Outer bark;Discoloration,Outer bark;Dead;Screening for Fusarium ciricnatum
4432;Karatara;Western Cape;Pinus;radiata;Seed/Cuttings;D;F;Well developed,J-rooting, Healthy;Well developed,J-rooting,Dead;Discolorationn;Kino/Gum/Resin Exudation,Discoloration,Outer bark,Cambium, Between outer and inner bark,Sapwood;Wilted,Discoloration;Screening for Fusarium ciricnatum
4433;Karatara;Western Cape;Pinus;radiata;Seed/Cuttings;D;F;Well developed,J-rooting, Plug bound;Well developed,J-rooting,Dead,  Plug boundd;Discolorationn;Kino/Gum/Resin Exudation,Discoloration,Outer bark,Cambium, Between outer and inner bark,Sapwood;Wilted,Discoloration;Screening for Fusarium ciricnatum
4434;Karatara;Western Cape;Pinus;radiata;Seed/Cuttings;A;F;Well developed,J-rooting, Healthy;Well developed,J-rooting,Some discoloration;Deadf;Resin Exudation;Wilted,Discoloration;Screening for Fusarium ciricnatum
4435;Ixopo;Kwazulu-Natal;Pinus;elliotti;Seed/Cuttings;A;F;Healthy;Well developed;Health;Healthy;Alive;Screening for Fusarium ciricnatum
4436;Ixopo;Kwazulu-Natal;Pinus;elliotti;Seed/Cuttings;D;F;Healthytip;Few roots;Discolorationn,Outer bark;Healthy;Wilted;Screening for Fusarium ciricnatum
4437;Ixopo;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;A;F;Healthy;Well developed;Health;Healthy;Alive;Screening for Fusarium ciricnatum
4438;Scottsville;Western Cape;Pinus;patula;Seed/Cuttings;D;F;Well developed, Healthy;Well developed;Health;Healthy;Alive,Wilted,Discoloration;Screening for Fusarium ciricnatum
4439;Scottsville;Western Cape;Pinus;patula;Seed/Cuttings;D;F;Drytunted;Well developed;Health;Healthy;Alive;Screening for Fusarium ciricnatum
4440;Scottsville;Western Cape;Pinus;patula;Seed/Cuttings;D;F;Well developed, Healthy,J-rooting;Few roots;Health;Healthy;Wilted,Discoloration;Screening for Fusarium ciricnatum
4441;Piet Retief;Mpumalanga;Eucalyptu;60,51,,10;Twigs/Branch,Leaves/Needles, Seed/Cuttings;D;F;Die-back, Drywollen roots, Cracking, Healthy;Well developed,J-rooting,Some discoloration;Discolorationn,Between outer and inner bark;Discoloration,Outer bark,Cambium,Sapwood;Alive;Screening forPythium/Phytophthora
4442;Ixopo;Kwazulu-Natal;Pinus;patula/elliotti;Seed/Cuttings;D;FNF;Well developed, Healthy,J-rooting;Well developed,J-rooting,Dead;Discolorationn;Wilted;Wilted,Discoloration;Screening for Fusarium ciricnatum
